Response Time,Age,Gender,Country,Education,Job Title,Int Age
913,50-54,Woman,Switzerland,Master’s degree,Other,50
533,30-34,Man,United States of America,Doctoral degree,Data Scientist,30
1052,55-59,Woman,Singapore,Doctoral degree,Student,55
333076,50-54,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Other,50
2022,40-44,Man,Germany,Master’s degree,Other,40
890,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed,18
5629,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,30
482,30-34,Man,India,Bachelor’s degree,Software Engineer,30
193543,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,22
241,25-29,Man,Israel,Some college/university study without earning a bachelor’s degree,Software Engineer,25
598,50-54,Woman,United States of America,Master’s degree,Software Engineer,50
489,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,30
202,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer,22
415,35-39,Prefer not to say,China,Master’s degree,Business Analyst,35
777,50-54,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed,50
541,35-39,Man,Turkey,Master’s degree,Software Engineer,35
358,22-24,Woman,Viet Nam,Bachelor’s degree,Machine Learning Engineer,22
442,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,30
490,18-21,Man,Thailand,Bachelor’s degree,Student,18
737,25-29,Man,Other,Bachelor’s degree,Data Scientist,25
799,22-24,Man,India,Bachelor’s degree,Data Analyst,22
699,30-34,Man,Other,Master’s degree,Other,30
1471,22-24,Man,Viet Nam,Bachelor’s degree,Student,22
553,30-34,Man,Switzerland,Master’s degree,Machine Learning Engineer,30
654,35-39,Man,Germany,Professional doctorate,Research Scientist,35
4988,22-24,Man,China,Master’s degree,Student,22
4768,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,25
1089,55-59,Man,United States of America,Doctoral degree,Research Scientist,55
493,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
55451,18-21,Man,Other,Bachelor’s degree,Software Engineer,18
860,25-29,Woman,India,Master’s degree,Software Engineer,25
837,25-29,Man,Hong Kong (S.A.R.),Bachelor’s degree,Other,25
877,30-34,Man,India,Master’s degree,Machine Learning Engineer,30
434,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst,35
1162,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
514,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
1655,25-29,Woman,Kenya,Master’s degree,Data Analyst,25
1026,45-49,Man,India,Master’s degree,Other,45
534,30-34,Man,United States of America,Bachelor’s degree,Other,30
900,55-59,Man,India,Bachelor’s degree,Data Scientist,55
487,35-39,Woman,Ukraine,Doctoral degree,Research Scientist,35
561,22-24,Man,India,Bachelor’s degree,Student,22
3092,30-34,Man,Brazil,Doctoral degree,Data Scientist,30
239,18-21,Man,India,Master’s degree,Data Analyst,18
784,25-29,Man,India,I prefer not to answer,Program/Project Manager,25
486,30-34,Man,Italy,Master’s degree,Currently not employed,30
622,22-24,Woman,India,Master’s degree,Student,22
328,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
974,30-34,Man,India,Professional doctorate,Software Engineer,30
1002,35-39,Man,China,Master’s degree,Business Analyst,35
590,18-21,Man,India,Bachelor’s degree,Student,18
201,18-21,Woman,India,Bachelor’s degree,Student,18
1679,18-21,Man,Japan,No formal education past high school,Currently not employed,18
708,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
840,60-69,Man,Russia,Doctoral degree,Machine Learning Engineer,60
937,22-24,Man,Russia,Bachelor’s degree,Data Analyst,22
930,45-49,Man,Taiwan,Professional doctorate,Product Manager,45
366,30-34,Man,Netherlands,Bachelor’s degree,Data Scientist,30
2220,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Other,40
515,45-49,Man,Viet Nam,Doctoral degree,Business Analyst,45
590,40-44,Man,Argentina,Some college/university study without earning a bachelor’s degree,Program/Project Manager,40
2244,50-54,Man,Japan,Master’s degree,Software Engineer,50
1530,30-34,Woman,Egypt,Bachelor’s degree,Software Engineer,30
543,25-29,Man,Russia,Master’s degree,Research Scientist,25
537,30-34,Prefer to self-describe,Russia,No formal education past high school,Data Scientist,30
529,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,35
1649,22-24,Woman,India,Bachelor’s degree,Other,22
179,22-24,Man,China,Master’s degree,Student,22
730,18-21,Man,Colombia,Bachelor’s degree,Student,18
1347,25-29,Prefer not to say,India,Master’s degree,Machine Learning Engineer,25
597,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,35
1006,55-59,Man,Colombia,Some college/university study without earning a bachelor’s degree,Data Scientist,55
12716,30-34,Woman,United States of America,Master’s degree,Data Analyst,30
557,35-39,Man,Japan,Bachelor’s degree,Software Engineer,35
573,30-34,Man,Japan,Master’s degree,Business Analyst,30
572,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,22
949,18-21,Woman,Other,Some college/university study without earning a bachelor’s degree,Student,18
3892,40-44,Man,Japan,Master’s degree,Other,40
85083,22-24,Prefer not to say,China,Master’s degree,Student,22
413,40-44,Man,India,Bachelor’s degree,Software Engineer,40
430,18-21,Man,Netherlands,Master’s degree,Student,18
236,40-44,Woman,India,I prefer not to answer,Other,40
620,35-39,Man,Other,Master’s degree,Software Engineer,35
836,22-24,Woman,Nigeria,Master’s degree,Data Scientist,22
690,30-34,Woman,Russia,Doctoral degree,Product Manager,30
681,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,40
478,25-29,Man,Russia,Bachelor’s degree,Other,25
745,18-21,Man,Russia,Bachelor’s degree,Student,18
411,25-29,Man,Japan,Master’s degree,Research Scientist,25
249,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,50
29933,45-49,Man,Poland,Master’s degree,Software Engineer,45
1159,30-34,Woman,Switzerland,Doctoral degree,Data Scientist,30
575,30-34,Man,India,Bachelor’s degree,Currently not employed,30
160,22-24,Woman,India,Master’s degree,Student,22
736,30-34,Man,Ghana,Bachelor’s degree,Machine Learning Engineer,30
12469,18-21,Woman,China,Bachelor’s degree,Student,18
784,18-21,Woman,India,Bachelor’s degree,Student,18
609,30-34,Woman,United States of America,Master’s degree,Other,30
369,22-24,Man,Other,Bachelor’s degree,Student,22
424,22-24,Woman,India,Master’s degree,Research Scientist,22
675,30-34,Man,India,Master’s degree,Data Analyst,30
375,25-29,Man,India,Master’s degree,Other,25
1289,30-34,Woman,India,Professional doctorate,Data Scientist,30
783,25-29,Woman,India,Master’s degree,Software Engineer,25
906,18-21,Man,Bangladesh,Bachelor’s degree,Student,18
1831,22-24,Man,India,Bachelor’s degree,Currently not employed,22
2714,22-24,Man,Nepal,Master’s degree,Student,22
757,55-59,Man,United States of America,Doctoral degree,Statistician,55
606,35-39,Woman,Turkey,Master’s degree,Data Scientist,35
431,22-24,Man,Germany,Bachelor’s degree,Student,22
472,25-29,Woman,India,Master’s degree,Student,25
534,22-24,Man,India,Bachelor’s degree,Data Scientist,22
904,25-29,Man,France,Master’s degree,Data Scientist,25
408,25-29,Man,Italy,Master’s degree,Software Engineer,25
1613,22-24,Man,Other,Bachelor’s degree,Data Engineer,22
287,35-39,Man,United States of America,Master’s degree,Data Analyst,35
277,22-24,Man,India,Master’s degree,Business Analyst,22
1774,25-29,Woman,Belgium,Master’s degree,Student,25
821,40-44,Man,Romania,Bachelor’s degree,Business Analyst,40
735,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,30
497,18-21,Man,Bangladesh,Bachelor’s degree,Student,18
567,22-24,Man,Colombia,Master’s degree,Data Scientist,22
719,55-59,Man,Germany,Master’s degree,Research Scientist,55
1355,50-54,Man,Spain,Doctoral degree,Other,50
1079,35-39,Man,Egypt,Bachelor’s degree,Software Engineer,35
2999,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst,25
647,25-29,Man,Japan,Bachelor’s degree,Business Analyst,25
606,18-21,Woman,Egypt,Bachelor’s degree,Student,18
1578,25-29,Man,China,Bachelor’s degree,Data Engineer,25
414,30-34,Man,India,Professional doctorate,Other,30
241,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
9929,22-24,Man,Japan,Bachelor’s degree,Student,22
578,40-44,Man,United States of America,Doctoral degree,Currently not employed,40
699,30-34,Man,Spain,Master’s degree,Data Scientist,30
653,25-29,Woman,Greece,Master’s degree,Student,25
4751,35-39,Woman,Switzerland,Master’s degree,Data Engineer,35
380,25-29,Man,Russia,Doctoral degree,Data Analyst,25
685,35-39,Man,United States of America,Bachelor’s degree,Data Scientist,35
527,30-34,Man,India,Master’s degree,Machine Learning Engineer,30
453,22-24,Man,Malaysia,Bachelor’s degree,Statistician,22
560,35-39,Man,Malaysia,Master’s degree,Other,35
1007,25-29,Woman,South Africa,Bachelor’s degree,Other,25
241,22-24,Man,United States of America,Master’s degree,Student,22
700,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student,22
1240,22-24,Man,India,Bachelor’s degree,Student,22
357,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,30
1445,45-49,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student,45
400,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,35
701,25-29,Woman,India,Master’s degree,Data Analyst,25
1209,25-29,Man,Morocco,Master’s degree,Machine Learning Engineer,25
251,22-24,Man,China,Master’s degree,Student,22
1524,40-44,Man,Peru,Master’s degree,Product Manager,40
3123,35-39,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,35
451,22-24,Man,Colombia,Bachelor’s degree,Machine Learning Engineer,22
548,18-21,Man,India,Bachelor’s degree,Student,18
1021,50-54,Man,Norway,Master’s degree,Data Scientist,50
832,22-24,Man,Nigeria,Bachelor’s degree,Student,22
1196,35-39,Woman,India,Master’s degree,Program/Project Manager,35
218,25-29,Man,India,Master’s degree,Software Engineer,25
505,60-69,Man,Canada,Bachelor’s degree,Program/Project Manager,60
190556,35-39,Man,Turkey,Master’s degree,Data Scientist,35
194,30-34,Prefer not to say,Other,I prefer not to answer,Software Engineer,30
793,25-29,Man,Colombia,Bachelor’s degree,Student,25
387,30-34,Woman,United States of America,Bachelor’s degree,Other,30
886,25-29,Man,Morocco,Master’s degree,Data Scientist,25
1306,22-24,Man,Spain,Bachelor’s degree,Student,22
874,45-49,Man,Turkey,Bachelor’s degree,Currently not employed,45
180273,22-24,Woman,United States of America,Master’s degree,Student,22
1027,22-24,Man,India,Bachelor’s degree,Software Engineer,22
784,25-29,Woman,Egypt,Bachelor’s degree,Other,25
1488,35-39,Man,Colombia,Master’s degree,Data Analyst,35
255,22-24,Woman,India,Bachelor’s degree,Research Scientist,22
196,50-54,Man,Brazil,Doctoral degree,Data Scientist,50
166,22-24,Man,India,Professional doctorate,Data Analyst,22
584,22-24,Man,India,Bachelor’s degree,Data Scientist,22
1226,22-24,Man,India,Master’s degree,Student,22
282,18-21,Man,United States of America,Bachelor’s degree,Student,18
492,22-24,Man,India,Bachelor’s degree,Currently not employed,22
417,18-21,Woman,Turkey,Master’s degree,Other,18
192,18-21,Man,India,Bachelor’s degree,Data Engineer,18
1328,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,45
875,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Product Manager,40
713,22-24,Man,Brazil,Bachelor’s degree,Research Scientist,22
600,18-21,Man,India,Bachelor’s degree,Data Engineer,18
851,50-54,Woman,United States of America,Master’s degree,Other,50
566,25-29,Woman,Pakistan,Master’s degree,Research Scientist,25
703,25-29,Man,Brazil,Bachelor’s degree,Data Scientist,25
24958,22-24,Man,India,Bachelor’s degree,Data Scientist,22
666,30-34,Man,Spain,Master’s degree,Program/Project Manager,30
630,35-39,Man,Japan,No formal education past high school,Data Engineer,35
1193,50-54,Woman,Spain,Bachelor’s degree,Currently not employed,50
1040,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Data Scientist,18
619,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,22
435,35-39,Man,Viet Nam,I prefer not to answer,Business Analyst,35
487,25-29,Man,India,Master’s degree,Data Scientist,25
627,55-59,Man,Ireland,Master’s degree,Other,55
510,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,18
160,22-24,Woman,United States of America,Master’s degree,Data Analyst,22
403,22-24,Woman,Egypt,Bachelor’s degree,Currently not employed,22
316,22-24,Man,India,Master’s degree,Data Scientist,22
418,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,18
282,22-24,Woman,Hong Kong (S.A.R.),Master’s degree,Data Scientist,22
850,30-34,Man,Kenya,Master’s degree,Data Analyst,30
356,25-29,Nonbinary,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Currently not employed,25
963,40-44,Woman,Netherlands,Some college/university study without earning a bachelor’s degree,Business Analyst,40
5575,22-24,Man,India,Master’s degree,Student,22
6247,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,30
836,18-21,Woman,India,Bachelor’s degree,Software Engineer,18
509,60-69,Man,France,Master’s degree,Program/Project Manager,60
413,18-21,Man,India,Bachelor’s degree,Student,18
758,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,22
164,18-21,Man,United States of America,Bachelor’s degree,Student,18
212,18-21,Man,China,No formal education past high school,Student,18
644,35-39,Man,Brazil,Master’s degree,Data Scientist,35
1635,18-21,Man,Sri Lanka,Bachelor’s degree,Student,18
4038,18-21,Man,India,Bachelor’s degree,Student,18
681,25-29,Man,United States of America,Bachelor’s degree,Currently not employed,25
284,18-21,Man,India,Bachelor’s degree,Data Scientist,18
3162,40-44,Man,Spain,Doctoral degree,Program/Project Manager,40
940,30-34,Woman,India,Master’s degree,Machine Learning Engineer,30
481,25-29,Man,China,Master’s degree,Software Engineer,25
840,70+,Man,United States of America,Bachelor’s degree,Other,70
272,22-24,Man,China,Master’s degree,Data Analyst,22
619,30-34,Man,Japan,Master’s degree,Software Engineer,30
299,30-34,Woman,Germany,Master’s degree,Student,30
399,18-21,Man,India,Bachelor’s degree,Student,18
463,22-24,Man,Turkey,Master’s degree,Data Analyst,22
776,50-54,Woman,Thailand,No formal education past high school,Developer Relations/Advocacy,50
1228,40-44,Man,India,Master’s degree,Product Manager,40
1476,18-21,Man,India,Bachelor’s degree,Student,18
877,18-21,Woman,India,Bachelor’s degree,Software Engineer,18
26136,45-49,Man,Indonesia,Doctoral degree,Data Scientist,45
14095,18-21,Man,India,Bachelor’s degree,Student,18
435,18-21,Woman,India,Bachelor’s degree,Student,18
1030,25-29,Man,Kazakhstan,Master’s degree,Program/Project Manager,25
573,18-21,Man,India,Bachelor’s degree,Student,18
240,50-54,Man,India,I prefer not to answer,Business Analyst,50
752,22-24,Man,China,Master’s degree,Student,22
1026,45-49,Man,Japan,Master’s degree,Software Engineer,45
1167,22-24,Woman,Nigeria,Bachelor’s degree,Data Scientist,22
676,35-39,Man,United States of America,Doctoral degree,Data Analyst,35
3102,50-54,Man,Russia,Bachelor’s degree,Other,50
852,45-49,Man,Singapore,Bachelor’s degree,Software Engineer,45
690,25-29,Man,United Arab Emirates,Bachelor’s degree,Machine Learning Engineer,25
475,60-69,Man,United States of America,Professional doctorate,Business Analyst,60
1800,25-29,Man,Brazil,Master’s degree,Student,25
662,40-44,Man,Japan,No formal education past high school,Currently not employed,40
204,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,18
54143,35-39,Man,Nigeria,Master’s degree,Data Scientist,35
809,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,22
212,25-29,Man,Pakistan,Bachelor’s degree,Student,25
235,25-29,Man,India,Bachelor’s degree,Student,25
515,45-49,Man,Russia,Master’s degree,Currently not employed,45
1526,40-44,Man,Nigeria,Doctoral degree,Research Scientist,40
620,22-24,Man,Other,Master’s degree,Machine Learning Engineer,22
146,18-21,Man,India,Bachelor’s degree,Student,18
1766,22-24,Man,India,Bachelor’s degree,Other,22
768,25-29,Man,Indonesia,Master’s degree,DBA/Database Engineer,25
850,40-44,Woman,Canada,Bachelor’s degree,Software Engineer,40
878,50-54,Man,Brazil,Bachelor’s degree,Software Engineer,50
2085,25-29,Man,Other,Master’s degree,Machine Learning Engineer,25
1202,35-39,Man,South Africa,No formal education past high school,Currently not employed,35
1061,45-49,Man,Germany,Master’s degree,Other,45
11603,40-44,Woman,Peru,Master’s degree,Data Engineer,40
713,60-69,Man,Taiwan,Doctoral degree,Research Scientist,60
649,25-29,Woman,South Korea,Bachelor’s degree,Student,25
308,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,22
506,25-29,Woman,Poland,Master’s degree,Data Analyst,25
670,25-29,Man,Italy,Bachelor’s degree,Program/Project Manager,25
449,22-24,Man,France,Master’s degree,Machine Learning Engineer,22
807,22-24,Man,India,Bachelor’s degree,Data Analyst,22
541,35-39,Man,Mexico,Doctoral degree,Software Engineer,35
1417,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Student,25
536,18-21,Man,India,Bachelor’s degree,Student,18
367,25-29,Man,United States of America,Master’s degree,Data Scientist,25
828,35-39,Woman,Germany,Doctoral degree,Student,35
171,18-21,Woman,India,Bachelor’s degree,Student,18
1227,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,22
807,35-39,Woman,Egypt,Doctoral degree,Research Scientist,35
69002,40-44,Man,Canada,Master’s degree,Student,40
209,25-29,Man,United States of America,Doctoral degree,Student,25
406,18-21,Man,Pakistan,Bachelor’s degree,Student,18
241,22-24,Man,Japan,Master’s degree,Student,22
11109,30-34,Man,Other,Master’s degree,Data Scientist,30
1067,25-29,Man,Nigeria,Master’s degree,Machine Learning Engineer,25
421,40-44,Man,Other,Master’s degree,Software Engineer,40
1223,30-34,Woman,India,Master’s degree,Data Scientist,30
546,30-34,Man,Bangladesh,Bachelor’s degree,Business Analyst,30
568,22-24,Man,Germany,Master’s degree,Student,22
1644,50-54,Man,Brazil,Master’s degree,Data Scientist,50
969,30-34,Man,Japan,Bachelor’s degree,DBA/Database Engineer,30
1974,18-21,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Data Scientist,18
694,25-29,Man,Sri Lanka,Bachelor’s degree,Data Scientist,25
344,25-29,Man,India,Master’s degree,Software Engineer,25
895,35-39,Man,Nigeria,Master’s degree,Data Analyst,35
497,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,25
1420,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,18
312,18-21,Man,Netherlands,Bachelor’s degree,Student,18
484,30-34,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,30
1724,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,25
501,25-29,Man,India,Master’s degree,Data Scientist,25
1738,30-34,Man,India,Bachelor’s degree,Data Engineer,30
3253,22-24,Man,Bangladesh,Master’s degree,Software Engineer,22
834,45-49,Man,Belarus,No formal education past high school,Data Analyst,45
644,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,22
176,18-21,Woman,Australia,Bachelor’s degree,Student,18
1441,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,18
404,22-24,Man,France,Master’s degree,Data Scientist,22
34171,22-24,Man,Kenya,Master’s degree,Student,22
2058,22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,22
813,40-44,Man,India,Professional doctorate,Product Manager,40
719,18-21,Man,Viet Nam,Bachelor’s degree,Data Scientist,18
2084,22-24,Man,Mexico,Master’s degree,Software Engineer,22
852,30-34,Man,Thailand,Bachelor’s degree,Software Engineer,30
1683,40-44,Man,Mexico,Doctoral degree,Research Scientist,40
826,25-29,Man,Russia,Master’s degree,Other,25
261,22-24,Woman,Italy,Master’s degree,Student,22
579,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,30
556,18-21,Woman,India,Bachelor’s degree,Student,18
1042,25-29,Man,China,Master’s degree,Machine Learning Engineer,25
491,22-24,Man,Peru,Bachelor’s degree,Student,22
474,18-21,Man,India,Bachelor’s degree,Data Analyst,18
1820803,18-21,Man,India,Bachelor’s degree,Student,18
665,25-29,Man,India,Master’s degree,Software Engineer,25
198,22-24,Woman,India,Master’s degree,Statistician,22
642,22-24,Man,India,Bachelor’s degree,DBA/Database Engineer,22
1141,25-29,Woman,China,Bachelor’s degree,Software Engineer,25
863,55-59,Man,Turkey,Bachelor’s degree,Program/Project Manager,55
536,50-54,Man,Spain,Master’s degree,Research Scientist,50
305,30-34,Woman,South Korea,Bachelor’s degree,Currently not employed,30
847,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,40
436,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,22
273,18-21,Woman,India,Bachelor’s degree,Student,18
444,35-39,Man,Singapore,Some college/university study without earning a bachelor’s degree,Student,35
427,18-21,Woman,Netherlands,Bachelor’s degree,Student,18
865,25-29,Man,Portugal,Doctoral degree,Research Scientist,25
369,30-34,Man,United States of America,Bachelor’s degree,Other,30
1338,35-39,Man,Nigeria,Bachelor’s degree,Other,35
876,45-49,Man,Spain,Doctoral degree,Data Scientist,45
752,22-24,Woman,Poland,Bachelor’s degree,Student,22
387,18-21,Man,India,Bachelor’s degree,Data Scientist,18
2715,25-29,Man,China,Master’s degree,Business Analyst,25
2400,22-24,Woman,India,Master’s degree,Data Scientist,22
239,18-21,Man,India,Bachelor’s degree,Student,18
591,45-49,Man,United States of America,Doctoral degree,Other,45
423,25-29,Woman,Turkey,Master’s degree,Data Scientist,25
278,18-21,Man,India,Master’s degree,Business Analyst,18
951,45-49,Man,United States of America,Master’s degree,Other,45
396,40-44,Man,United States of America,Master’s degree,Machine Learning Engineer,40
602,22-24,Man,Other,Doctoral degree,Student,22
538,45-49,Woman,Spain,Bachelor’s degree,Currently not employed,45
1052,22-24,Man,South Africa,Master’s degree,Student,22
513,18-21,Woman,India,I prefer not to answer,Student,18
732,55-59,Man,Japan,Doctoral degree,Research Scientist,55
3749,22-24,Man,Bangladesh,Bachelor’s degree,Machine Learning Engineer,22
41697,22-24,Man,United States of America,Master’s degree,Other,22
878,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Student,30
1835,22-24,Man,Russia,Bachelor’s degree,Other,22
632,30-34,Man,Indonesia,I prefer not to answer,Software Engineer,30
888,18-21,Man,India,Bachelor’s degree,Student,18
804,25-29,Man,Japan,No formal education past high school,Currently not employed,25
446,25-29,Man,Australia,Master’s degree,Machine Learning Engineer,25
745,22-24,Man,Pakistan,Master’s degree,Student,22
20250,25-29,Woman,India,Bachelor’s degree,Data Analyst,25
502916,18-21,Man,Viet Nam,Master’s degree,Data Scientist,18
252,25-29,Man,Italy,Bachelor’s degree,Data Scientist,25
270,60-69,Woman,United States of America,Doctoral degree,Currently not employed,60
850,45-49,Man,Australia,Master’s degree,Data Analyst,45
787,18-21,Man,India,Bachelor’s degree,Student,18
603,25-29,Woman,India,Doctoral degree,Research Scientist,25
93288,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Data Scientist,18
3138,18-21,Man,Viet Nam,Bachelor’s degree,Machine Learning Engineer,18
184,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,18
633,18-21,Man,India,Bachelor’s degree,Student,18
422,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,22
158,18-21,Man,India,Bachelor’s degree,Software Engineer,18
367,40-44,Man,India,I prefer not to answer,Student,40
511,22-24,Man,India,Bachelor’s degree,Software Engineer,22
1336,22-24,Man,Russia,Master’s degree,Research Scientist,22
476,18-21,Man,India,Bachelor’s degree,Student,18
1167,35-39,Man,Mexico,Master’s degree,Other,35
3116,22-24,Man,India,Bachelor’s degree,Student,22
802,22-24,Man,India,Bachelor’s degree,Software Engineer,22
651,25-29,Man,Sri Lanka,Bachelor’s degree,Data Scientist,25
798,70+,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,70
598,45-49,Man,Greece,Bachelor’s degree,Program/Project Manager,45
307,22-24,Man,Pakistan,Bachelor’s degree,Student,22
1113,60-69,Man,France,Master’s degree,Other,60
574,18-21,Man,India,Bachelor’s degree,Data Scientist,18
1161,25-29,Man,Nigeria,Master’s degree,Student,25
719,22-24,Woman,India,Master’s degree,Student,22
873868,45-49,Man,Switzerland,Doctoral degree,Data Scientist,45
643,22-24,Man,India,Bachelor’s degree,Currently not employed,22
479,50-54,Woman,Italy,Doctoral degree,Statistician,50
699,35-39,Man,United States of America,Master’s degree,DBA/Database Engineer,35
634,22-24,Man,Russia,Master’s degree,Business Analyst,22
628,22-24,Man,India,Master’s degree,Machine Learning Engineer,22
645,18-21,Man,India,Bachelor’s degree,Student,18
705,50-54,Man,Germany,Bachelor’s degree,Software Engineer,50
47455,18-21,Woman,India,Bachelor’s degree,Student,18
366,18-21,Man,Viet Nam,I prefer not to answer,Student,18
653,22-24,Man,China,Master’s degree,Student,22
457,30-34,Man,Singapore,Master’s degree,Business Analyst,30
560,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,25
777,25-29,Woman,Taiwan,Master’s degree,Machine Learning Engineer,25
917,30-34,Woman,Singapore,Bachelor’s degree,Developer Relations/Advocacy,30
635,22-24,Man,India,Bachelor’s degree,Student,22
2191,18-21,Man,India,Bachelor’s degree,Student,18
992,30-34,Woman,South Africa,Bachelor’s degree,Business Analyst,30
744,30-34,Man,India,Master’s degree,Data Scientist,30
889,45-49,Man,India,Master’s degree,Student,45
1379,35-39,Man,Ethiopia,Doctoral degree,Student,35
689,18-21,Woman,Taiwan,Some college/university study without earning a bachelor’s degree,Student,18
503,22-24,Man,Other,Master’s degree,Student,22
2161880,35-39,Man,Nigeria,Bachelor’s degree,Currently not employed,35
966,22-24,Woman,India,Bachelor’s degree,Software Engineer,22
886,25-29,Man,Other,Master’s degree,Other,25
475,18-21,Man,India,Bachelor’s degree,Student,18
343,22-24,Man,Japan,Master’s degree,Student,22
479,40-44,Woman,India,Bachelor’s degree,Data Analyst,40
263798,25-29,Man,South Korea,Master’s degree,Data Scientist,25
1019,25-29,Woman,Ukraine,I prefer not to answer,Data Analyst,25
520,35-39,Man,Other,Master’s degree,Program/Project Manager,35
523,22-24,Man,Viet Nam,Master’s degree,Currently not employed,22
735,30-34,Man,Japan,Master’s degree,Other,30
686,25-29,Man,Sri Lanka,Bachelor’s degree,Data Engineer,25
657,25-29,Man,Other,Bachelor’s degree,Currently not employed,25
167,40-44,Man,India,Master’s degree,Data Scientist,40
1862,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,35
817,40-44,Man,United States of America,Doctoral degree,Research Scientist,40
632,18-21,Man,Russia,Master’s degree,Machine Learning Engineer,18
797,60-69,Man,United States of America,Doctoral degree,Research Scientist,60
227,25-29,Woman,Egypt,Bachelor’s degree,Machine Learning Engineer,25
742,25-29,Woman,India,Bachelor’s degree,Currently not employed,25
892,25-29,Man,India,Master’s degree,Other,25
5741,35-39,Man,Brazil,Master’s degree,Data Scientist,35
607,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Research Scientist,22
895,40-44,Prefer to self-describe,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,40
441,30-34,Man,South Africa,Doctoral degree,Student,30
1146,40-44,Man,Morocco,Doctoral degree,Research Scientist,40
2436,25-29,Man,Other,Master’s degree,Research Scientist,25
699,22-24,Man,Kenya,Bachelor’s degree,Statistician,22
2869,35-39,Man,Other,Master’s degree,Other,35
