Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Int Age
653,25-29,Man,Japan,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,25
368,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
706,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years,,,18
350,45-49,Man,United States of America,Master’s degree,Program/Project Manager,20+ years,"$100,000 or more ($USD)","200,000-249,999",45
140,18-21,Man,India,Bachelor’s degree,Student,10-20 years,,,18
1240,25-29,Man,Colombia,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"10,000-14,999",25
676,25-29,Man,India,Master’s degree,Other,1-3 years,$0 ($USD),"7,500-9,999",25
651,22-24,Man,India,Bachelor’s degree,Other,< 1 years,"$10,000-$99,999","4,000-4,999",22
399,30-34,Woman,Hong Kong (S.A.R.),Bachelor’s degree,Data Analyst,10-20 years,$0 ($USD),"4,000-4,999",30
504,30-34,Man,Australia,Bachelor’s degree,Software Engineer,10-20 years,"$100,000 or more ($USD)","150,000-199,999",30
674,50-54,Woman,South Korea,Master’s degree,Software Engineer,10-20 years,$100-$999,"2,000-2,999",50
1831,35-39,Man,Ireland,Master’s degree,Data Analyst,1-3 years,$100-$999,"50,000-59,999",35
804,25-29,Man,China,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","70,000-79,999",25
417,25-29,Woman,India,Bachelor’s degree,Software Engineer,< 1 years,"$1000-$9,999","3,000-3,999",25
415,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,5-10 years,"$100,000 or more ($USD)","200,000-249,999",30
425,18-21,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,,18
830,25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"$1000-$9,999","15,000-19,999",25
223,18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Machine Learning Engineer,1-3 years,,,18
324,30-34,Man,France,Doctoral degree,Student,5-10 years,,,30
439,35-39,Woman,Nigeria,Master’s degree,Student,< 1 years,,,35
544,35-39,Man,Brazil,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"5,000-7,499",35
234,25-29,Man,Canada,Master’s degree,Student,3-5 years,,,25
703,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,5-10 years,,,22
352,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
333,35-39,Prefer not to say,Other,Master’s degree,Machine Learning Engineer,10-20 years,,,35
549,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
284,22-24,Man,India,Master’s degree,Student,1-3 years,,,22
427,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
1553,35-39,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Other,10-20 years,"$10,000-$99,999","25,000-29,999",35
77012,25-29,Woman,Saudi Arabia,Bachelor’s degree,Research Scientist,I have never written code,$0 ($USD),"20,000-24,999",25
915,55-59,Man,Switzerland,Doctoral degree,Data Scientist,20+ years,$1-$99,"1,000-1,999",55
407,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","70,000-79,999",25
489,18-21,Man,Kenya,Bachelor’s degree,Student,1-3 years,,,18
3757,50-54,Man,India,Master’s degree,Student,< 1 years,,,50
330,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
605,30-34,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","40,000-49,999",30
392,30-34,Woman,India,Doctoral degree,Research Scientist,< 1 years,,,30
1240,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,$0-999,22
457,25-29,Man,Brazil,Bachelor’s degree,Other,< 1 years,$1-$99,"7,500-9,999",25
690,45-49,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,$1-$99,"40,000-49,999",45
288,25-29,Man,France,Master’s degree,Data Analyst,< 1 years,$100-$999,"4,000-4,999",25
1700,70+,Man,United States of America,Doctoral degree,Statistician,20+ years,$0 ($USD),"2,000-2,999",70
1139,30-34,Man,India,Master’s degree,Developer Relations/Advocacy,5-10 years,$100-$999,"15,000-19,999",30
1272,25-29,Man,Switzerland,Master’s degree,Data Scientist,1-3 years,"$10,000-$99,999","70,000-79,999",25
727,18-21,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,"$1000-$9,999","20,000-24,999",18
520,30-34,Man,South Korea,Bachelor’s degree,Data Analyst,5-10 years,$100-$999,"60,000-69,999",30
530,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
667,22-24,Man,United States of America,Bachelor’s degree,Other,< 1 years,$0 ($USD),"20,000-24,999",22
812,25-29,Man,India,Doctoral degree,Research Scientist,3-5 years,$0 ($USD),"5,000-7,499",25
478,22-24,Man,Singapore,Bachelor’s degree,Student,1-3 years,,,22
1134,25-29,Man,South Africa,Master’s degree,Currently not employed,3-5 years,,,25
318,22-24,Man,Italy,Master’s degree,Student,< 1 years,,,22
551,18-21,Man,United States of America,Bachelor’s degree,Student,3-5 years,,,18
1179,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,I prefer not to answer,Research Scientist,< 1 years,$0 ($USD),$0-999,35
421,40-44,Woman,Spain,Master’s degree,Other,1-3 years,"$1000-$9,999",$0-999,40
359,25-29,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"70,000-79,999",25
565,35-39,Man,Germany,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"70,000-79,999",35
1090,22-24,Man,Taiwan,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"5,000-7,499",22
609,18-21,Woman,India,Master’s degree,Student,1-3 years,,,18
913,50-54,Man,Poland,Professional doctorate,Research Scientist,10-20 years,,,50
663,30-34,Man,India,Master’s degree,Currently not employed,< 1 years,,,30
293,22-24,Man,Malaysia,Bachelor’s degree,Other,< 1 years,,$0-999,22
505,30-34,Man,United States of America,Master’s degree,Data Engineer,5-10 years,"$1000-$9,999","100,000-124,999",30
582,60-69,Man,Colombia,Master’s degree,Program/Project Manager,< 1 years,,,60
550,40-44,Man,Germany,Doctoral degree,Currently not employed,3-5 years,,,40
724,45-49,Man,India,Doctoral degree,Currently not employed,1-3 years,,,45
508,25-29,Man,France,Master’s degree,Data Analyst,< 1 years,$1-$99,$0-999,25
1315,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,1-3 years,$0 ($USD),"20,000-24,999",45
685,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,$0-999,22
543,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Other,3-5 years,$1-$99,$0-999,22
2266,60-69,Man,United States of America,Master’s degree,Student,20+ years,,,60
445,22-24,Man,India,Master’s degree,Student,< 1 years,,,22
480,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,"$10,000-$99,999","10,000-14,999",22
676,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
1779,70+,Woman,Russia,Professional doctorate,Other,10-20 years,$0 ($USD),"7,500-9,999",70
141,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,,,30
455,35-39,Woman,Mexico,Master’s degree,Research Scientist,1-3 years,$0 ($USD),"1,000-1,999",35
604,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,"2,000-2,999",25
1276,35-39,Man,Saudi Arabia,Doctoral degree,Other,1-3 years,$100-$999,"5,000-7,499",35
1387,22-24,Man,India,Bachelor’s degree,Student,3-5 years,,,22
855,60-69,Man,Italy,Some college/university study without earning a bachelor’s degree,Currently not employed,10-20 years,,,60
431,45-49,Man,Singapore,Master’s degree,Other,10-20 years,$0 ($USD),"300,000-499,999",45
949,22-24,Man,India,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"4,000-4,999",22
374,18-21,Man,Pakistan,Master’s degree,Student,1-3 years,,,18
694,30-34,Man,Spain,Master’s degree,Machine Learning Engineer,3-5 years,"$1000-$9,999","100,000-124,999",30
6517,22-24,Man,China,Master’s degree,Student,< 1 years,,,22
1830,30-34,Woman,Israel,Bachelor’s degree,Other,I have never written code,"$1000-$9,999","3,000-3,999",30
946,30-34,Man,India,Bachelor’s degree,Data Engineer,< 1 years,$1-$99,$0-999,30
889,40-44,Woman,Chile,Master’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,40
63266,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,25
508,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
1079,25-29,Man,India,Master’s degree,Other,1-3 years,$0 ($USD),"2,000-2,999",25
238,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
430,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer,5-10 years,"$10,000-$99,999","80,000-89,999",25
525,30-34,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,30
826,30-34,Man,Japan,Master’s degree,Data Scientist,< 1 years,$100-$999,"100,000-124,999",30
1391,18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
232,18-21,Prefer not to say,India,Bachelor’s degree,Student,1-3 years,,,18
1332,50-54,Man,South Korea,Master’s degree,Other,10-20 years,"$1000-$9,999","100,000-124,999",50
1351,25-29,Man,South Korea,Master’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","50,000-59,999",25
605,35-39,Man,United States of America,Bachelor’s degree,Program/Project Manager,I have never written code,$0 ($USD),"60,000-69,999",35
370,30-34,Man,Indonesia,Master’s degree,Research Scientist,3-5 years,"$1000-$9,999","10,000-14,999",30
502,60-69,Man,Australia,Bachelor’s degree,Data Scientist,20+ years,"$1000-$9,999","100,000-124,999",60
675,45-49,Man,Greece,Master’s degree,Program/Project Manager,1-3 years,$0 ($USD),"10,000-14,999",45
1253,18-21,Prefer not to say,Indonesia,Bachelor’s degree,Student,< 1 years,,,18
92826,50-54,Man,India,Master’s degree,Data Analyst,< 1 years,"$1000-$9,999","20,000-24,999",50
1189,18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,18
569,25-29,Man,Bangladesh,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"1,000-1,999",25
670,22-24,Man,Japan,Bachelor’s degree,Machine Learning Engineer,1-3 years,$1-$99,"10,000-14,999",22
3695,35-39,Man,Other,Doctoral degree,Other,5-10 years,"$100,000 or more ($USD)","40,000-49,999",35
6790,45-49,Man,India,Master’s degree,DBA/Database Engineer,10-20 years,"$1000-$9,999","90,000-99,999",45
1975,45-49,Man,Netherlands,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","80,000-89,999",45
820,25-29,Man,India,Bachelor’s degree,Data Engineer,5-10 years,$0 ($USD),"20,000-24,999",25
870,25-29,Man,Argentina,Master’s degree,Data Engineer,5-10 years,"$1000-$9,999","20,000-24,999",25
164,18-21,Man,Japan,Bachelor’s degree,Student,3-5 years,,,18
481,30-34,Woman,Spain,Some college/university study without earning a bachelor’s degree,Currently not employed,5-10 years,,,30
717,60-69,Man,Australia,Bachelor’s degree,Business Analyst,10-20 years,$0 ($USD),"200,000-249,999",60
849,50-54,Man,Canada,Master’s degree,Software Engineer,20+ years,"$1000-$9,999","125,000-149,999",50
633,30-34,Man,Colombia,Master’s degree,Data Analyst,3-5 years,$1-$99,$0-999,30
830,40-44,Man,Spain,Professional doctorate,Machine Learning Engineer,20+ years,"$1000-$9,999","70,000-79,999",40
1160,25-29,Man,Brazil,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,"5,000-7,499",25
380,35-39,Man,Nepal,Master’s degree,Software Engineer,1-3 years,,,35
409,18-21,Man,India,Master’s degree,Student,1-3 years,,,18
1484,25-29,Man,Other,Bachelor’s degree,Data Scientist,5-10 years,$0 ($USD),$0-999,25
771,22-24,Man,Other,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"200,000-249,999",22
505,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,18
353,25-29,Man,China,Doctoral degree,Student,3-5 years,,,25
537,45-49,Man,United States of America,Doctoral degree,Currently not employed,20+ years,,,45
481,22-24,Man,India,Master’s degree,DBA/Database Engineer,1-3 years,"$1000-$9,999","1,000-1,999",22
1266,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,< 1 years,,,25
3406,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
491,30-34,Man,United States of America,Doctoral degree,Research Scientist,3-5 years,"$100,000 or more ($USD)","100,000-124,999",30
518,22-24,Man,United States of America,Master’s degree,Data Scientist,1-3 years,$1-$99,"80,000-89,999",22
73245,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
440,45-49,Man,Brazil,Doctoral degree,Research Scientist,5-10 years,$1-$99,"60,000-69,999",45
303,18-21,Woman,India,Master’s degree,Student,1-3 years,,,18
355,25-29,Man,Italy,No formal education past high school,Other,< 1 years,,"20,000-24,999",25
299,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
318,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,18
928,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
996,35-39,Man,Russia,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"15,000-19,999",35
938,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,"$1000-$9,999","5,000-7,499",22
271,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
393,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
488,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
506,18-21,Man,Uganda,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,,,18
339,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,$0 ($USD),$0-999,30
6975,25-29,Man,China,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,$0-999,25
946,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,25
655,25-29,Man,Bangladesh,Master’s degree,Program/Project Manager,3-5 years,$1-$99,"4,000-4,999",25
718,50-54,Man,Turkey,Doctoral degree,Research Scientist,20+ years,"$100,000 or more ($USD)",$0-999,50
467,45-49,Woman,United States of America,Master’s degree,Program/Project Manager,3-5 years,$0 ($USD),"60,000-69,999",45
348,18-21,Man,China,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,18
602,30-34,Man,Japan,Bachelor’s degree,Business Analyst,< 1 years,$1-$99,"40,000-49,999",30
807,30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years,$1-$99,$0-999,30
287,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
405,22-24,Man,Indonesia,Bachelor’s degree,Other,< 1 years,,,22
314,30-34,Man,Other,Bachelor’s degree,Software Engineer,5-10 years,,,30
175,25-29,Man,United Arab Emirates,Master’s degree,Program/Project Manager,3-5 years,,,25
552,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,,22
607,18-21,Woman,Ghana,Bachelor’s degree,Student,< 1 years,,,18
602,30-34,Man,Brazil,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999",$0-999,30
139,35-39,Man,Italy,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code,,,35
1102,40-44,Prefer not to say,Canada,Bachelor’s degree,Program/Project Manager,20+ years,"$1000-$9,999","90,000-99,999",40
121,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,22
1120,25-29,Woman,Sri Lanka,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,25
1033,40-44,Man,Taiwan,Master’s degree,Other,1-3 years,"$10,000-$99,999","7,500-9,999",40
16003,25-29,Man,United States of America,Master’s degree,Student,5-10 years,,,25
471,40-44,Woman,United States of America,Bachelor’s degree,Software Engineer,3-5 years,$100-$999,"40,000-49,999",40
327,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
1423,45-49,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Engineer,20+ years,$100-$999,"70,000-79,999",45
10394,18-21,Man,Spain,Bachelor’s degree,Student,1-3 years,,,18
836,30-34,Man,India,Master’s degree,Other,< 1 years,$0 ($USD),"5,000-7,499",30
2651,25-29,Man,Israel,Master’s degree,Student,3-5 years,,,25
383,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20+ years,"$100,000 or more ($USD)","200,000-249,999",35
481,55-59,Woman,Canada,Master’s degree,Program/Project Manager,3-5 years,$1-$99,"100,000-124,999",55
1542,30-34,Man,Ethiopia,Bachelor’s degree,Statistician,< 1 years,$1-$99,"10,000-14,999",30
1813,55-59,Man,Brazil,Some college/university study without earning a bachelor’s degree,Product Manager,3-5 years,"$1000-$9,999","20,000-24,999",55
128,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
966,22-24,Woman,India,Master’s degree,Statistician,< 1 years,$0 ($USD),$0-999,22
454,25-29,Man,United States of America,Master’s degree,Data Engineer,1-3 years,"$100,000 or more ($USD)","125,000-149,999",25
560,25-29,Woman,France,Master’s degree,Data Scientist,1-3 years,$100-$999,"50,000-59,999",25
475,35-39,Man,India,Master’s degree,Data Scientist,10-20 years,$100-$999,"90,000-99,999",35
656,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,18
784,30-34,Man,Poland,Doctoral degree,Machine Learning Engineer,3-5 years,$1-$99,"50,000-59,999",30
385,22-24,Man,United Arab Emirates,Bachelor’s degree,Other,1-3 years,$0 ($USD),"20,000-24,999",22
370,18-21,Man,Colombia,Bachelor’s degree,Student,3-5 years,,,18
571,60-69,Man,Australia,Master’s degree,Program/Project Manager,1-3 years,$1-$99,$0-999,60
2284,35-39,Woman,India,Doctoral degree,Currently not employed,< 1 years,,,35
484,45-49,Woman,Taiwan,Bachelor’s degree,Data Analyst,I have never written code,$0 ($USD),"50,000-59,999",45
408,18-21,Man,United States of America,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"2,000-2,999",18
605,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20+ years,"$100,000 or more ($USD)","90,000-99,999",60
683,30-34,Man,Bangladesh,Professional doctorate,Research Scientist,5-10 years,"$1000-$9,999","2,000-2,999",30
857,30-34,Woman,Tunisia,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,30
592,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
1760,35-39,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 years,"$100,000 or more ($USD)","50,000-59,999",35
819,40-44,Man,Argentina,Doctoral degree,Other,20+ years,$0 ($USD),"7,500-9,999",40
585,30-34,Man,Italy,Doctoral degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","30,000-39,999",30
1072,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,1-3 years,"$10,000-$99,999","30,000-39,999",50
565,40-44,Man,Belgium,Master’s degree,Other,10-20 years,"$10,000-$99,999","90,000-99,999",40
423,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
752,40-44,Woman,Italy,Doctoral degree,Machine Learning Engineer,10-20 years,"$10,000-$99,999","50,000-59,999",40
546,30-34,Man,India,Bachelor’s degree,Business Analyst,5-10 years,$0 ($USD),"4,000-4,999",30
929,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,25
1566,40-44,Man,Taiwan,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"30,000-39,999",40
541,30-34,Man,Russia,Doctoral degree,Research Scientist,10-20 years,"$1000-$9,999","70,000-79,999",30
455,25-29,Man,China,Doctoral degree,Student,5-10 years,,,25
465,25-29,Man,Greece,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),$0-999,25
230,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
499,30-34,Woman,India,Bachelor’s degree,Data Scientist,5-10 years,,,30
530,25-29,Woman,China,Master’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,25
296,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years,,,25
317,18-21,Woman,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,18
710,40-44,Man,Australia,Master’s degree,Data Analyst,5-10 years,$0 ($USD),"80,000-89,999",40
1443,25-29,Man,Japan,Master’s degree,Data Analyst,< 1 years,$100-$999,"30,000-39,999",25
2591,25-29,Woman,Canada,Master’s degree,Product Manager,10-20 years,"$10,000-$99,999","40,000-49,999",25
723,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,25
568,40-44,Man,Turkey,Doctoral degree,Statistician,1-3 years,$100-$999,"25,000-29,999",40
454,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,18
240,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
1608,40-44,Woman,South Africa,Doctoral degree,Data Analyst,3-5 years,"$100,000 or more ($USD)","250,000-299,999",40
677,25-29,Man,Spain,Master’s degree,Machine Learning Engineer,5-10 years,$0 ($USD),"40,000-49,999",25
1591,30-34,Man,Thailand,Bachelor’s degree,Other,< 1 years,$100-$999,"5,000-7,499",30
927,18-21,Man,Spain,Bachelor’s degree,Business Analyst,I have never written code,$100-$999,"2,000-2,999",18
392,25-29,Man,Ukraine,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,25
545,40-44,Man,Hong Kong (S.A.R.),Master’s degree,Software Engineer,10-20 years,"$10,000-$99,999","60,000-69,999",40
231,25-29,Man,United States of America,Doctoral degree,Currently not employed,1-3 years,,,25
531,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
430,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,18
600,22-24,Man,Italy,Master’s degree,Student,1-3 years,,,22
3334,35-39,Man,Germany,Bachelor’s degree,Data Analyst,3-5 years,"$1000-$9,999","10,000-14,999",35
255,22-24,Man,China,Doctoral degree,Research Scientist,3-5 years,$1-$99,$0-999,22
423,30-34,Man,India,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"1,000-1,999",30
463,35-39,Woman,United States of America,Master’s degree,Currently not employed,5-10 years,,,35
557,22-24,Man,Turkey,Bachelor’s degree,Business Analyst,3-5 years,$0 ($USD),"3,000-3,999",22
736,55-59,Man,Thailand,Master’s degree,Other,20+ years,$1-$99,"100,000-124,999",55
733,22-24,Man,China,Master’s degree,Student,1-3 years,,,22
460,22-24,Man,Russia,Master’s degree,Research Scientist,3-5 years,"$1000-$9,999","3,000-3,999",22
255,35-39,Woman,Colombia,Bachelor’s degree,Student,< 1 years,,,35
1750,25-29,Woman,India,Doctoral degree,Research Scientist,10-20 years,,,25
1633,40-44,Man,Singapore,Professional doctorate,Data Analyst,1-3 years,"$100,000 or more ($USD)","50,000-59,999",40
770,50-54,Man,Egypt,Bachelor’s degree,DBA/Database Engineer,10-20 years,$100-$999,"20,000-24,999",50
257,18-21,Man,China,Bachelor’s degree,Student,1-3 years,,,18
942,50-54,Man,Argentina,Bachelor’s degree,Developer Relations/Advocacy,20+ years,$1-$99,"15,000-19,999",50
1186,40-44,Man,Brazil,Bachelor’s degree,Other,10-20 years,"$100,000 or more ($USD)","30,000-39,999",40
216,45-49,Woman,Australia,Master’s degree,Other,3-5 years,,,45
1063,35-39,Man,Other,No formal education past high school,Data Engineer,20+ years,$0 ($USD),"90,000-99,999",35
646,40-44,Man,Viet Nam,Doctoral degree,Research Scientist,10-20 years,$100-$999,"1,000-1,999",40
1214,55-59,Man,Norway,Bachelor’s degree,Machine Learning Engineer,20+ years,$0 ($USD),"150,000-199,999",55
212,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,1-3 years,,,18
1868,25-29,Man,Kenya,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999,25
1134,30-34,Man,Japan,Master’s degree,Statistician,1-3 years,$100-$999,"80,000-89,999",30
983,35-39,Woman,"Iran, Islamic Republic of...",Master’s degree,Software Engineer,10-20 years,$1-$99,"80,000-89,999",35
939,22-24,Woman,India,Master’s degree,Business Analyst,1-3 years,$0 ($USD),"20,000-24,999",22
583,25-29,Woman,Nigeria,Master’s degree,Software Engineer,1-3 years,$1-$99,$0-999,25
125,30-34,Man,Japan,Doctoral degree,Student,3-5 years,,,30
31604,55-59,Man,Taiwan,Doctoral degree,Research Scientist,20+ years,,,55
393,35-39,Man,Spain,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"70,000-79,999",35
362,22-24,Woman,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code,"$1000-$9,999",$0-999,22
5166,35-39,Man,India,Master’s degree,Software Engineer,10-20 years,"$1000-$9,999","20,000-24,999",35
580,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,18
2081,55-59,Man,Other,Professional doctorate,Research Scientist,20+ years,"$1000-$9,999","40,000-49,999",55
722,70+,Man,France,Master’s degree,Student,20+ years,,,70
872,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,18
235,22-24,Woman,Indonesia,I prefer not to answer,Student,< 1 years,,,22
563,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"10,000-14,999",25
1004,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years,,,18
1037,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,18
585,22-24,Man,Russia,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"10,000-14,999",22
444,70+,Man,United States of America,Doctoral degree,Data Scientist,20+ years,,,70
876,30-34,Man,India,Master’s degree,Other,1-3 years,$1-$99,$0-999,30
1003,22-24,Man,Philippines,I prefer not to answer,Student,3-5 years,,,22
446,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,18
194,18-21,Man,Greece,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,18
159,22-24,Prefer not to say,Taiwan,Master’s degree,Student,3-5 years,,,22
2700,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,5-10 years,,,18
424,18-21,Man,Indonesia,Bachelor’s degree,Student,< 1 years,,,18
1018,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,,18
1215,35-39,Man,Nigeria,Master’s degree,Business Analyst,1-3 years,"$1000-$9,999","10,000-14,999",35
430,25-29,Woman,Netherlands,Master’s degree,Data Analyst,< 1 years,$100-$999,"40,000-49,999",25
629,45-49,Man,Brazil,Master’s degree,Software Engineer,20+ years,$100-$999,"10,000-14,999",45
591,40-44,Man,Japan,Doctoral degree,Research Scientist,3-5 years,,,40
6822,22-24,Woman,India,Master’s degree,Student,< 1 years,,,22
411,25-29,Woman,Other,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"10,000-14,999",25
800,35-39,Man,Russia,Master’s degree,Data Scientist,5-10 years,,,35
404,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999,18
636,25-29,Woman,Colombia,Bachelor’s degree,Data Engineer,1-3 years,$100-$999,"2,000-2,999",25
645,25-29,Man,Ethiopia,Doctoral degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,25
606,45-49,Woman,Colombia,Doctoral degree,Software Engineer,10-20 years,$0 ($USD),"2,000-2,999",45
351,40-44,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,40
358,18-21,Man,Viet Nam,Bachelor’s degree,Student,1-3 years,,,18
1021,30-34,Man,Taiwan,Master’s degree,Machine Learning Engineer,< 1 years,$1-$99,"2,000-2,999",30
638,22-24,Man,India,Master’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,22
