Q1,Q2,Q3,Q5
18-21,Man,India,Student
25-29,Man,India,Other
18-21,Man,India,Student
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Machine Learning Engineer
30-34,Man,India,Currently not employed
30-34,Man,Japan,Data Scientist
18-21,Man,Mexico,Student
18-21,Prefer not to say,India,Student
50-54,Man,South Korea,Other
25-29,Man,South Korea,Machine Learning Engineer
35-39,Man,United States of America,Program/Project Manager
30-34,Man,Indonesia,Research Scientist
60-69,Man,Australia,Data Scientist
45-49,Man,Greece,Program/Project Manager
18-21,Prefer not to say,Indonesia,Student
50-54,Man,India,Data Analyst
18-21,Man,Nigeria,Machine Learning Engineer
25-29,Man,Bangladesh,Software Engineer
22-24,Man,Japan,Machine Learning Engineer
35-39,Man,Other,Other
45-49,Man,India,DBA/Database Engineer
45-49,Man,Netherlands,Software Engineer
25-29,Man,India,Data Engineer
25-29,Man,Argentina,Data Engineer
18-21,Man,Japan,Student
30-34,Woman,Spain,Currently not employed
60-69,Man,Australia,Business Analyst
50-54,Man,Canada,Software Engineer
30-34,Man,Colombia,Data Analyst
40-44,Man,Spain,Machine Learning Engineer
25-29,Man,Brazil,Data Analyst
35-39,Man,Nepal,Software Engineer
18-21,Man,India,Student
25-29,Man,Other,Data Scientist
22-24,Man,Other,Data Scientist
18-21,Man,India,Student
25-29,Man,China,Student
45-49,Man,United States of America,Currently not employed
22-24,Man,India,DBA/Database Engineer
25-29,Man,Nigeria,Currently not employed
18-21,Man,India,Student
30-34,Man,United States of America,Research Scientist
22-24,Man,United States of America,Data Scientist
18-21,Man,India,Student
45-49,Man,Brazil,Research Scientist
18-21,Woman,India,Student
25-29,Man,Italy,Other
18-21,Man,India,Student
18-21,Man,India,Machine Learning Engineer
18-21,Man,India,Student
35-39,Man,Russia,Software Engineer
22-24,Man,India,Data Analyst
18-21,Woman,India,Student
18-21,Man,India,Student
18-21,Man,India,Student
18-21,Man,Uganda,Currently not employed
30-34,Man,Other,Data Scientist
25-29,Man,China,Data Analyst
25-29,Man,India,Software Engineer
25-29,Man,Bangladesh,Program/Project Manager
50-54,Man,Turkey,Research Scientist
45-49,Woman,United States of America,Program/Project Manager
18-21,Man,China,Data Analyst
30-34,Man,Japan,Business Analyst
30-34,Man,India,Data Analyst
18-21,Man,India,Student
22-24,Man,Indonesia,Other
30-34,Man,Other,Software Engineer
25-29,Man,United Arab Emirates,Program/Project Manager
22-24,Man,India,Student
18-21,Woman,Ghana,Student
30-34,Man,Brazil,Data Scientist
35-39,Man,Italy,Currently not employed
40-44,Prefer not to say,Canada,Program/Project Manager
22-24,Man,India,Student
25-29,Woman,Sri Lanka,Data Analyst
40-44,Man,Taiwan,Other
25-29,Man,United States of America,Student
40-44,Woman,United States of America,Software Engineer
18-21,Man,India,Student
45-49,Man,Japan,Data Engineer
18-21,Man,Spain,Student
30-34,Man,India,Other
25-29,Man,Israel,Student
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Business Analyst
55-59,Woman,Canada,Program/Project Manager
30-34,Man,Ethiopia,Statistician
55-59,Man,Brazil,Product Manager
18-21,Man,India,Student
22-24,Woman,India,Statistician
25-29,Man,United States of America,Data Engineer
25-29,Woman,France,Data Scientist
35-39,Man,India,Data Scientist
18-21,Man,India,Machine Learning Engineer
30-34,Man,Poland,Machine Learning Engineer
22-24,Man,United Arab Emirates,Other
18-21,Man,Colombia,Student
60-69,Man,Australia,Program/Project Manager
35-39,Woman,India,Currently not employed
45-49,Woman,Taiwan,Data Analyst
18-21,Man,United States of America,Data Scientist
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Business Analyst
30-34,Man,Bangladesh,Research Scientist
30-34,Woman,Tunisia,Software Engineer
18-21,Man,India,Student
35-39,Man,South Africa,Data Analyst
40-44,Man,Argentina,Other
30-34,Man,Italy,Data Scientist
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Research Scientist
40-44,Man,Belgium,Other
18-21,Man,India,Student
40-44,Woman,Italy,Machine Learning Engineer
30-34,Man,India,Business Analyst
25-29,Man,Kenya,Data Analyst
40-44,Man,Taiwan,Software Engineer
30-34,Man,Russia,Research Scientist
25-29,Man,China,Student
25-29,Man,Greece,Software Engineer
18-21,Man,India,Student
30-34,Woman,India,Data Scientist
25-29,Woman,China,Data Analyst
25-29,Man,India,Data Analyst
18-21,Woman,Pakistan,Student
40-44,Man,Australia,Data Analyst
25-29,Man,Japan,Data Analyst
25-29,Woman,Canada,Product Manager
25-29,Man,Kenya,Data Scientist
40-44,Man,Turkey,Statistician
18-21,Woman,India,Student
18-21,Woman,India,Student
40-44,Woman,South Africa,Data Analyst
25-29,Man,Spain,Machine Learning Engineer
30-34,Man,Thailand,Other
18-21,Man,Spain,Business Analyst
25-29,Man,Ukraine,Data Scientist
40-44,Man,Hong Kong (S.A.R.),Software Engineer
25-29,Man,United States of America,Currently not employed
18-21,Woman,India,Student
18-21,Man,India,Student
22-24,Man,Italy,Student
35-39,Man,Germany,Data Analyst
22-24,Man,China,Research Scientist
30-34,Man,India,Software Engineer
35-39,Woman,United States of America,Currently not employed
22-24,Man,Turkey,Business Analyst
55-59,Man,Thailand,Other
22-24,Man,China,Student
22-24,Man,Russia,Research Scientist
35-39,Woman,Colombia,Student
25-29,Woman,India,Research Scientist
40-44,Man,Singapore,Data Analyst
50-54,Man,Egypt,DBA/Database Engineer
18-21,Man,China,Student
50-54,Man,Argentina,Developer Relations/Advocacy
40-44,Man,Brazil,Other
45-49,Woman,Australia,Other
35-39,Man,Other,Data Engineer
40-44,Man,Viet Nam,Research Scientist
55-59,Man,Norway,Machine Learning Engineer
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Student
25-29,Man,Kenya,Data Scientist
30-34,Man,Japan,Statistician
35-39,Woman,"Iran, Islamic Republic of...",Software Engineer
22-24,Woman,India,Business Analyst
25-29,Woman,Nigeria,Software Engineer
30-34,Man,Japan,Student
55-59,Man,Taiwan,Research Scientist
35-39,Man,Spain,Data Scientist
22-24,Woman,India,Machine Learning Engineer
35-39,Man,India,Software Engineer
18-21,Woman,India,Student
55-59,Man,Other,Research Scientist
70+,Man,France,Student
18-21,Man,Russia,Data Scientist
22-24,Woman,Indonesia,Student
25-29,Man,Turkey,Data Analyst
18-21,Man,Egypt,Student
18-21,Man,India,Student
22-24,Man,Russia,Software Engineer
70+,Man,United States of America,Data Scientist
30-34,Man,India,Other
22-24,Man,Philippines,Student
18-21,Man,India,Student
18-21,Man,Greece,Student
22-24,Prefer not to say,Taiwan,Student
18-21,Man,United States of America,Student
18-21,Man,Indonesia,Student
18-21,Woman,India,Student
35-39,Man,Nigeria,Business Analyst
25-29,Woman,Netherlands,Data Analyst
45-49,Man,Brazil,Software Engineer
40-44,Man,Japan,Research Scientist
22-24,Woman,India,Student
25-29,Woman,Other,Data Analyst
35-39,Man,Russia,Data Scientist
18-21,Man,India,Data Scientist
25-29,Woman,Colombia,Data Engineer
25-29,Man,Ethiopia,Machine Learning Engineer
45-49,Woman,Colombia,Software Engineer
40-44,Man,United States of America,Student
18-21,Man,Viet Nam,Student
30-34,Man,Taiwan,Machine Learning Engineer
22-24,Man,India,Machine Learning Engineer
70+,Prefer not to say,United States of America,Statistician
18-21,Woman,Egypt,Data Scientist
25-29,Man,Brazil,Data Scientist
25-29,Man,Mexico,Other
30-34,Man,Other,Data Analyst
30-34,Man,Nigeria,Student
25-29,Man,Greece,Research Scientist
25-29,Woman,Germany,Data Analyst
18-21,Man,India,Student
30-34,Man,China,Student
50-54,Man,United States of America,Software Engineer
30-34,Man,United States of America,Data Scientist
55-59,Man,Brazil,Software Engineer
25-29,Man,Other,Data Analyst
18-21,Man,India,Student
18-21,Man,India,Student
25-29,Man,Nigeria,Data Analyst
30-34,Man,India,Data Scientist
45-49,Man,United States of America,Software Engineer
30-34,Man,Peru,Data Analyst
22-24,Woman,Ukraine,Other
22-24,Man,Sweden,Student
25-29,Man,India,Student
55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Software Engineer
22-24,Man,India,Software Engineer
40-44,Man,United States of America,Data Scientist
18-21,Man,Other,Student
30-34,Woman,Other,Data Analyst
25-29,Man,Russia,Currently not employed
50-54,Woman,Italy,Data Scientist
18-21,Man,India,Student
25-29,Man,Mexico,Data Scientist
35-39,Man,India,Research Scientist
50-54,Woman,United States of America,Data Analyst
18-21,Woman,India,Student
30-34,Man,Brazil,Machine Learning Engineer
18-21,Man,India,Data Engineer
22-24,Man,Belarus,Data Analyst
30-34,Man,Australia,Data Scientist
35-39,Man,Brazil,Data Scientist
18-21,Woman,Indonesia,Student
18-21,Man,India,Student
55-59,Man,France,Other
22-24,Man,Other,Data Engineer
22-24,Woman,Kenya,Data Engineer
18-21,Man,India,Data Scientist
22-24,Man,Egypt,Machine Learning Engineer
30-34,Man,Kenya,Currently not employed
25-29,Man,India,Software Engineer
70+,Man,United States of America,Currently not employed
18-21,Man,Indonesia,Data Scientist
40-44,Man,Mexico,Currently not employed
18-21,Man,Viet Nam,Student
25-29,Man,Brazil,Research Scientist
35-39,Man,United States of America,Data Scientist
22-24,Man,Colombia,Student
22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Data Analyst
22-24,Man,Poland,Business Analyst
25-29,Man,Germany,Other
35-39,Man,Brazil,Data Scientist
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Research Scientist
18-21,Man,Egypt,Student
25-29,Man,Taiwan,Research Scientist
25-29,Man,Ghana,Data Analyst
25-29,Man,Japan,Software Engineer
35-39,Woman,India,Other
30-34,Woman,Saudi Arabia,Machine Learning Engineer
30-34,Man,Brazil,Software Engineer
18-21,Woman,India,Student
22-24,Man,India,Student
25-29,Woman,South Korea,DBA/Database Engineer
18-21,Woman,China,Student
60-69,Man,Japan,Product Manager
22-24,Man,Pakistan,Student
30-34,Man,India,Data Scientist
25-29,Woman,Brazil,Data Engineer
60-69,Man,Switzerland,Other
40-44,Man,India,Program/Project Manager
30-34,Man,United States of America,Currently not employed
22-24,Man,India,Currently not employed
60-69,Man,India,Student
45-49,Man,Ghana,Research Scientist
22-24,Man,China,Student
35-39,Man,Chile,Student
22-24,Man,India,Data Scientist
55-59,Man,Netherlands,Data Scientist
18-21,Man,Russia,Business Analyst
30-34,Man,Thailand,Data Analyst
25-29,Man,India,Currently not employed
22-24,Man,United States of America,Student
30-34,Man,Peru,Data Analyst
22-24,Woman,India,Currently not employed
22-24,Man,Kenya,Student
18-21,Man,India,Data Analyst
40-44,Man,Nigeria,Machine Learning Engineer
40-44,Man,Mexico,Research Scientist
25-29,Man,Brazil,Data Analyst
45-49,Man,India,Other
45-49,Woman,United States of America,Other
22-24,Woman,Tunisia,Student
18-21,Man,India,Student
25-29,Woman,India,Student
50-54,Woman,United States of America,Data Scientist
30-34,Man,Australia,Currently not employed
18-21,Man,Pakistan,Student
45-49,Man,United States of America,Data Analyst
35-39,Man,Morocco,Currently not employed
22-24,Woman,Pakistan,Student
22-24,Man,Nigeria,Data Scientist
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Machine Learning Engineer
25-29,Woman,China,Student
50-54,Man,Chile,Data Scientist
50-54,Man,United States of America,Data Analyst
18-21,Woman,"Iran, Islamic Republic of...",Statistician
45-49,Woman,Netherlands,Data Scientist
25-29,Man,Singapore,Data Engineer
22-24,Man,Indonesia,Currently not employed
22-24,Woman,India,Currently not employed
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Data Analyst
25-29,Man,India,Data Scientist
35-39,Man,Iraq,Research Scientist
18-21,Man,India,Student
18-21,Woman,India,Student
35-39,Man,India,Product Manager
25-29,Man,India,Software Engineer
18-21,Man,China,Student
30-34,Man,Thailand,Developer Relations/Advocacy
30-34,Man,Japan,Data Scientist
40-44,Man,India,Software Engineer
40-44,Man,Spain,Other
25-29,Man,Pakistan,Machine Learning Engineer
18-21,Man,Bangladesh,Student
25-29,Man,India,Software Engineer
22-24,Woman,India,Data Scientist
22-24,Man,Thailand,Student
40-44,Man,India,Software Engineer
18-21,Man,Bangladesh,Data Analyst
30-34,Man,India,Software Engineer
45-49,Man,Other,Data Analyst
35-39,Woman,Thailand,Student
18-21,Man,Ukraine,Student
25-29,Man,China,Student
18-21,Man,India,Student
45-49,Woman,Spain,Data Analyst
30-34,Man,Canada,Machine Learning Engineer
35-39,Man,Turkey,Research Scientist
25-29,Man,United States of America,Business Analyst
30-34,Man,Other,Other
50-54,Man,South Korea,Program/Project Manager
30-34,Man,India,Data Scientist
25-29,Man,Kazakhstan,Software Engineer
30-34,Man,Egypt,Data Analyst
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
45-49,Man,Spain,Student
18-21,Man,India,Student
35-39,Man,Russia,Research Scientist
22-24,Woman,Morocco,Student
30-34,Man,India,Machine Learning Engineer
18-21,Woman,India,Student
18-21,Man,United States of America,Student
25-29,Man,India,Machine Learning Engineer
25-29,Man,India,Data Engineer
30-34,Man,Russia,Research Scientist
22-24,Man,China,Student
25-29,Man,Singapore,Data Scientist
18-21,Man,Switzerland,Student
25-29,Man,Japan,Data Scientist
25-29,Man,Chile,Data Scientist
30-34,Man,India,Other
18-21,Woman,India,Student
18-21,Woman,India,Student
55-59,Man,Israel,Currently not employed
25-29,Man,Nigeria,Data Scientist
18-21,Man,Mexico,Student
45-49,Man,Italy,Research Scientist
25-29,Man,India,Student
40-44,Man,India,Currently not employed
55-59,Man,Czech Republic,Currently not employed
22-24,Woman,United States of America,Student
22-24,Man,China,Student
60-69,Woman,Other,Research Scientist
25-29,Man,United States of America,Student
22-24,Man,Kenya,Other
25-29,Woman,Denmark,Business Analyst
22-24,Man,Brazil,Software Engineer
22-24,Man,United States of America,Machine Learning Engineer
60-69,Man,United States of America,DBA/Database Engineer
60-69,Man,Japan,Currently not employed
25-29,Man,Bangladesh,Data Scientist
40-44,Woman,India,Data Scientist
18-21,Man,India,Student
25-29,Man,Brazil,Research Scientist
18-21,Woman,Viet Nam,Student
18-21,Man,China,Data Scientist
50-54,Man,Portugal,Other
18-21,Man,Russia,Machine Learning Engineer
22-24,Woman,India,Other
22-24,Man,Turkey,Machine Learning Engineer
50-54,Woman,Taiwan,Program/Project Manager
45-49,Man,Indonesia,Student
55-59,Woman,Other,Research Scientist
18-21,Man,India,Data Analyst
35-39,Man,South Korea,Student
70+,Prefer not to say,India,Developer Relations/Advocacy
22-24,Man,United States of America,Data Scientist
22-24,Woman,Egypt,Currently not employed
60-69,Man,France,Software Engineer
40-44,Woman,Singapore,Student
35-39,Man,Brazil,Business Analyst
18-21,Woman,India,Student
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Business Analyst
18-21,Man,Chile,Student
35-39,Man,South Africa,Research Scientist
30-34,Man,Other,Data Scientist
30-34,Man,Germany,Other
22-24,Man,India,Software Engineer
40-44,Man,India,Research Scientist
30-34,Man,Ghana,Currently not employed
30-34,Man,Indonesia,Software Engineer
18-21,Man,India,Student
25-29,Woman,Viet Nam,Business Analyst
30-34,Man,India,Student
18-21,Man,India,Data Analyst
55-59,Man,Ukraine,Data Scientist
22-24,Man,China,Student
22-24,Man,India,Data Analyst
40-44,Man,Saudi Arabia,Other
18-21,Man,India,Student
40-44,Woman,India,Currently not employed
25-29,Man,Colombia,Data Analyst
45-49,Man,India,Currently not employed
35-39,Woman,Ukraine,Software Engineer
55-59,Man,Turkey,Program/Project Manager
25-29,Woman,Uganda,Currently not employed
45-49,Man,United States of America,Data Analyst
18-21,Woman,India,Student
50-54,Man,Brazil,Research Scientist
30-34,Man,Other,Research Scientist
60-69,Man,Germany,Other
22-24,Woman,India,Data Scientist
35-39,Man,United States of America,Data Scientist
22-24,Man,India,Software Engineer
50-54,Man,South Korea,Program/Project Manager
40-44,Man,Brazil,Business Analyst
40-44,Man,India,Data Scientist
45-49,Man,South Korea,Data Scientist
18-21,Man,India,Student
30-34,Woman,United States of America,Business Analyst
25-29,Man,United Kingdom of Great Britain and Northern Ireland,Student
25-29,Man,India,Software Engineer
25-29,Woman,Czech Republic,Data Analyst
18-21,Man,India,Data Analyst
35-39,Woman,Turkey,Data Scientist
40-44,Woman,United States of America,Business Analyst
22-24,Man,India,Research Scientist
30-34,Woman,Egypt,Research Scientist
18-21,Man,India,Data Scientist
45-49,Man,Singapore,Statistician
18-21,Man,Nigeria,Currently not employed
22-24,Man,India,Data Scientist
25-29,Man,Indonesia,Data Engineer
40-44,Man,United Arab Emirates,Software Engineer
18-21,Man,India,Student
35-39,Man,Netherlands,Software Engineer
18-21,Man,Taiwan,Student
45-49,Man,Colombia,Statistician
40-44,Man,Indonesia,Statistician
30-34,Man,Other,Software Engineer
18-21,Man,Nigeria,Student
35-39,Man,Japan,Data Engineer
25-29,Man,China,Machine Learning Engineer
18-21,Woman,India,Student
18-21,Man,Ghana,Student
18-21,Woman,China,Student
22-24,Woman,United States of America,Student
35-39,Man,Nigeria,Business Analyst
18-21,Man,India,Student
22-24,Woman,Kenya,Data Analyst
35-39,Man,India,Software Engineer
35-39,Man,Egypt,Data Scientist
25-29,Man,India,Data Analyst
25-29,Man,United States of America,Other
35-39,Man,United States of America,Data Analyst
18-21,Man,Other,Student
25-29,Woman,Pakistan,Business Analyst
30-34,Woman,Colombia,Data Analyst
22-24,Woman,United States of America,Student
18-21,Man,India,Business Analyst
22-24,Man,India,Currently not employed
25-29,Woman,India,Data Scientist
50-54,Man,Belgium,Software Engineer
22-24,Woman,Viet Nam,Product Manager
35-39,Man,Canada,Student
30-34,Man,Sri Lanka,Software Engineer
30-34,Man,Brazil,Data Scientist
30-34,Man,India,Other
35-39,Woman,United States of America,Software Engineer
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Research Scientist
18-21,Woman,Japan,Student
22-24,Man,India,Data Scientist
40-44,Man,India,Program/Project Manager
25-29,Man,Germany,Data Scientist
18-21,Man,Italy,Data Scientist
60-69,Man,United States of America,Student
22-24,Man,India,Student
22-24,Man,Other,Data Analyst
22-24,Woman,Pakistan,Student
18-21,Woman,Thailand,Student
25-29,Man,Other,Research Scientist
50-54,Man,Japan,Data Scientist
35-39,Man,South Korea,Research Scientist
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Student
22-24,Man,India,Software Engineer
18-21,Woman,India,Student
18-21,Man,India,Student
18-21,Man,India,Student
35-39,Man,China,Data Analyst
50-54,Man,Canada,Other
22-24,Man,India,Software Engineer
35-39,Man,Brazil,Student
18-21,Man,Japan,Student
22-24,Man,Egypt,Data Scientist
22-24,Man,Bangladesh,Student
45-49,Prefer not to say,United States of America,Product Manager
40-44,Man,India,Software Engineer
40-44,Man,Pakistan,Business Analyst
18-21,Man,Pakistan,Student
50-54,Man,Japan,Software Engineer
35-39,Man,Japan,Data Analyst
55-59,Man,Ukraine,Research Scientist
22-24,Man,India,Currently not employed
22-24,Man,Egypt,Student
45-49,Man,United States of America,Data Engineer
30-34,Woman,Brazil,Data Scientist
18-21,Woman,Indonesia,Data Engineer
40-44,Man,Colombia,Currently not employed
25-29,Man,Indonesia,Data Scientist
45-49,Man,Taiwan,Software Engineer
22-24,Man,Japan,Student
55-59,Man,Greece,Program/Project Manager
30-34,Man,Germany,Data Engineer
18-21,Man,Viet Nam,Data Scientist
22-24,Man,Indonesia,Statistician
35-39,Man,Russia,Statistician
18-21,Man,India,Student
40-44,Man,United States of America,Data Scientist
30-34,Man,Australia,Data Scientist
18-21,Woman,India,Student
40-44,Man,Israel,Data Scientist
35-39,Man,Brazil,Other
18-21,Man,India,Student
35-39,Man,Nigeria,Software Engineer
18-21,Man,India,Student
25-29,Man,United States of America,Student
45-49,Woman,Portugal,Business Analyst
30-34,Man,India,Currently not employed
40-44,Man,Ecuador,Data Scientist
35-39,Woman,United States of America,Currently not employed
25-29,Man,Nigeria,Business Analyst
35-39,Prefer not to say,India,DBA/Database Engineer
22-24,Man,India,Research Scientist
25-29,Man,United States of America,Research Scientist
25-29,Man,Other,Data Analyst
25-29,Man,China,Student
30-34,Man,Nigeria,Data Analyst
55-59,Man,Brazil,Other
30-34,Man,Argentina,Data Scientist
50-54,Man,Poland,Research Scientist
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Business Analyst
18-21,Woman,India,Student
50-54,Man,India,Data Scientist
22-24,Man,China,Data Engineer
25-29,Man,Romania,Data Scientist
25-29,Woman,Italy,Data Scientist
22-24,Man,France,Student
18-21,Woman,"Iran, Islamic Republic of...",Student
22-24,Man,India,Business Analyst
25-29,Man,India,Other
25-29,Man,Taiwan,Software Engineer
25-29,Man,Other,Machine Learning Engineer
25-29,Man,Other,Data Scientist
22-24,Woman,India,Student
22-24,Man,Spain,Data Scientist
30-34,Man,Brazil,Software Engineer
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Data Scientist
18-21,Woman,India,Student
30-34,Man,Japan,Program/Project Manager
30-34,Man,China,Machine Learning Engineer
18-21,Woman,Ukraine,Currently not employed
22-24,Man,Nigeria,Data Scientist
22-24,Man,China,Student
45-49,Man,Other,Software Engineer
25-29,Man,India,Program/Project Manager
35-39,Woman,Russia,Research Scientist
22-24,Man,India,Software Engineer
40-44,Man,Thailand,Currently not employed
25-29,Man,India,Business Analyst
22-24,Woman,India,Data Analyst
35-39,Man,Turkey,Data Analyst
25-29,Man,India,Data Engineer
22-24,Man,China,Student
18-21,Man,Poland,Student
25-29,Man,Denmark,Currently not employed
35-39,Man,Canada,Data Scientist
25-29,Man,Bangladesh,Student
22-24,Man,India,Machine Learning Engineer
30-34,Man,Germany,Software Engineer
30-34,Woman,Ukraine,Student
30-34,Woman,South Korea,Software Engineer
40-44,Man,Ukraine,Other
35-39,Man,Mexico,Other
22-24,Man,India,Currently not employed
35-39,Man,United States of America,Data Scientist
25-29,Man,India,Currently not employed
22-24,Man,India,Student
35-39,Woman,Japan,Research Scientist
18-21,Man,Russia,Data Scientist
18-21,Woman,India,Student
22-24,Man,France,Student
45-49,Man,India,Program/Project Manager
22-24,Man,India,Currently not employed
35-39,Man,Bangladesh,Software Engineer
18-21,Woman,India,Student
22-24,Man,Spain,Software Engineer
25-29,Man,Other,Research Scientist
25-29,Man,India,Data Analyst
25-29,Woman,"Iran, Islamic Republic of...",Data Scientist
50-54,Man,United States of America,Software Engineer
50-54,Man,Japan,Product Manager
30-34,Man,Spain,Machine Learning Engineer
18-21,Man,India,Software Engineer
18-21,Man,India,Student
45-49,Woman,Other,Data Analyst
35-39,Man,Ukraine,Software Engineer
40-44,Man,Brazil,Data Engineer
45-49,Man,Portugal,Currently not employed
22-24,Man,India,Student
22-24,Man,India,Currently not employed
25-29,Man,Other,Data Scientist
25-29,Man,India,Other
18-21,Man,India,Student
30-34,Man,Nigeria,Student
30-34,Man,India,Data Scientist
40-44,Woman,Russia,Software Engineer
22-24,Woman,India,Student
30-34,Man,Japan,Research Scientist
22-24,Man,Egypt,Data Engineer
25-29,Man,Kenya,Other
30-34,Man,Australia,DBA/Database Engineer
18-21,Man,India,Student
25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Student
55-59,Man,South Korea,Program/Project Manager
60-69,Woman,Other,Other
25-29,Man,India,Other
22-24,Man,Morocco,Student
22-24,Man,Algeria,Machine Learning Engineer
25-29,Man,Egypt,Machine Learning Engineer
25-29,Man,United States of America,Research Scientist
22-24,Man,China,Student
22-24,Man,India,Data Analyst
50-54,Man,Brazil,DBA/Database Engineer
25-29,Man,Argentina,Software Engineer
30-34,Woman,Spain,Research Scientist
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Research Scientist
35-39,Man,Germany,Software Engineer
30-34,Man,Denmark,Data Scientist
45-49,Man,Other,Other
40-44,Man,India,Software Engineer
30-34,Man,Other,Business Analyst
25-29,Woman,Nigeria,Data Engineer
35-39,Man,India,Program/Project Manager
22-24,Man,Spain,Data Scientist
30-34,Man,Germany,Data Scientist
22-24,Man,India,Software Engineer
55-59,Man,United States of America,Software Engineer
22-24,Man,Nigeria,Machine Learning Engineer
35-39,Man,United States of America,Product Manager
45-49,Man,United States of America,Software Engineer
25-29,Man,South Korea,Student
25-29,Woman,Russia,Software Engineer
25-29,Man,India,Research Scientist
50-54,Man,South Africa,Software Engineer
22-24,Woman,Other,Data Analyst
40-44,Man,India,Currently not employed
25-29,Man,India,Other
60-69,Man,Australia,Research Scientist
18-21,Woman,Colombia,Student
22-24,Man,India,Software Engineer
18-21,Man,India,Student
18-21,Woman,India,Student
22-24,Man,India,Student
30-34,Man,China,Research Scientist
25-29,Man,India,Student
25-29,Man,Colombia,Student
40-44,Woman,Singapore,Research Scientist
18-21,Man,India,Student
45-49,Man,Taiwan,Data Analyst
25-29,Man,India,Currently not employed
22-24,Man,I do not wish to disclose my location,Student
55-59,Man,Spain,Software Engineer
22-24,Man,Italy,Student
35-39,Woman,Portugal,Program/Project Manager
40-44,Man,Kazakhstan,Other
35-39,Man,United States of America,Data Scientist
25-29,Man,Spain,Data Scientist
35-39,Man,United States of America,Product Manager
40-44,Prefer not to say,Canada,Currently not employed
18-21,Man,India,Student
18-21,Man,Russia,Machine Learning Engineer
18-21,Man,India,Software Engineer
25-29,Man,India,Currently not employed
35-39,Man,Malaysia,Data Scientist
25-29,Man,Other,Other
25-29,Woman,Thailand,Student
35-39,Man,United States of America,Other
45-49,Man,Mexico,Machine Learning Engineer
22-24,Man,Russia,Student
18-21,Man,India,Software Engineer
22-24,Woman,India,Student
40-44,Man,Italy,Research Scientist
22-24,Man,Philippines,Student
22-24,Woman,India,Data Analyst
18-21,Man,South Africa,Student
30-34,Man,"Iran, Islamic Republic of...",Business Analyst
30-34,Man,Brazil,Data Scientist
18-21,Man,India,Student
18-21,Man,Nigeria,Student
25-29,Woman,India,Other
22-24,Man,India,Currently not employed
18-21,Man,Indonesia,Student
35-39,Prefer to self-describe,Russia,Business Analyst
40-44,Woman,Spain,Software Engineer
30-34,Man,Ireland,Student
25-29,Man,Nigeria,Business Analyst
25-29,Man,Japan,Data Analyst
45-49,Man,Argentina,Other
30-34,Man,United States of America,Data Scientist
30-34,Man,Australia,Data Analyst
18-21,Man,India,Data Scientist
30-34,Man,United States of America,Other
18-21,Woman,India,Student
40-44,Man,Other,Data Scientist
22-24,Woman,United States of America,Other
35-39,Man,Canada,Data Scientist
35-39,Woman,Austria,Data Scientist
30-34,Man,India,Software Engineer
35-39,Man,Peru,Currently not employed
18-21,Man,Taiwan,Machine Learning Engineer
50-54,Man,Japan,Software Engineer
18-21,Woman,Philippines,Student
22-24,Man,China,Student
35-39,Man,Japan,Data Scientist
22-24,Man,India,Software Engineer
18-21,Man,Ukraine,Student
35-39,Woman,India,Other
40-44,Woman,Taiwan,Other
25-29,Man,Indonesia,Other
30-34,Man,South Africa,Product Manager
22-24,Woman,Sri Lanka,Student
45-49,Man,United States of America,Research Scientist
25-29,Man,Canada,Data Analyst
40-44,Woman,United States of America,Data Scientist
18-21,Man,India,Student
30-34,Man,United States of America,Data Scientist
60-69,Man,Japan,Currently not employed
22-24,Man,India,Data Scientist
30-34,Man,Japan,Data Scientist
30-34,Woman,Other,Machine Learning Engineer
18-21,Man,India,Student
18-21,Man,Ukraine,Student
22-24,Man,India,Data Analyst
30-34,Man,India,Data Scientist
25-29,Man,Turkey,Data Scientist
55-59,Man,Netherlands,Other
35-39,Man,Japan,Software Engineer
60-69,Man,United States of America,Other
55-59,Man,Italy,Program/Project Manager
30-34,Man,Argentina,Data Scientist
22-24,Man,Bangladesh,Machine Learning Engineer
25-29,Woman,United States of America,Machine Learning Engineer
18-21,Man,Australia,Student
45-49,Woman,India,Other
35-39,Man,United States of America,Data Analyst
22-24,Man,Nigeria,Research Scientist
50-54,Man,Australia,Other
22-24,Man,Other,Student
25-29,Woman,United States of America,Research Scientist
22-24,Prefer not to say,Other,DBA/Database Engineer
25-29,Man,Australia,Data Scientist
22-24,Man,Canada,Software Engineer
