,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary
23135,676,18-21,Man,India,Master’s degree,Student,1-3 years,,,
23136,814,30-34,Man,Israel,Doctoral degree,Other,3-5 years,$0 ($USD),"40,000-49,999",45000.0
23137,486,30-34,Man,India,Bachelor’s degree,Data Scientist,5-10 years,$100-$999,"125,000-149,999",132000.0
23138,402,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,500.0
23139,483,30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,"$10,000-$99,999","150,000-199,999",175000.0
23140,613,18-21,Man,Spain,Master’s degree,Student,< 1 years,,,
23141,419,25-29,Woman,South Korea,Master’s degree,Student,1-3 years,,,
23142,1302,30-34,Man,Ghana,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",1500.0
23143,617,18-21,Man,India,Master’s degree,Student,1-3 years,,,
23144,886,30-34,Man,United Arab Emirates,Master’s degree,Other,< 1 years,"$10,000-$99,999","90,000-99,999",95000.0
23145,718,35-39,Man,Spain,Bachelor’s degree,Other,1-3 years,$0 ($USD),"20,000-24,999",23000.0
23146,15663,35-39,Man,Colombia,Doctoral degree,Research Scientist,10-20 years,,,
23147,523,22-24,Woman,Bangladesh,Master’s degree,Student,< 1 years,,,
23148,285,30-34,Man,United States of America,Doctoral degree,Student,1-3 years,,,
23149,379,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,20+ years,,,
23150,516,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"5,000-7,499",65000.0
23151,532,22-24,Man,Other,Master’s degree,Research Scientist,3-5 years,$0 ($USD),"15,000-19,999",17000.0
23152,11648,45-49,Man,Saudi Arabia,Bachelor’s degree,Data Analyst,10-20 years,$0 ($USD),"60,000-69,999",65000.0
23153,1124,70+,Man,Russia,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","7,500-9,999",8500.0
23154,543,22-24,Woman,United States of America,Master’s degree,Product Manager,1-3 years,,"70,000-79,999",75000.0
23155,501,30-34,Woman,India,Doctoral degree,Data Scientist,I have never written code,$0 ($USD),"1,000-1,999",1500.0
23156,365,35-39,Woman,Russia,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"1,000-1,999",1500.0
23157,500,22-24,Man,Brazil,Bachelor’s degree,Student,1-3 years,,,
23158,1683,18-21,Man,Colombia,Bachelor’s degree,Program/Project Manager,< 1 years,$1-$99,"5,000-7,499",65000.0
23159,707,25-29,Man,India,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,"5,000-7,499",65000.0
23160,803,25-29,Man,Germany,Master’s degree,Research Scientist,5-10 years,"$100,000 or more ($USD)","60,000-69,999",65000.0
23161,172,25-29,Woman,Canada,Master’s degree,Currently not employed,3-5 years,,,
23162,704,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0
23163,452,22-24,Woman,South Korea,Some college/university study without earning a bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),$0-999,500.0
23164,2087,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,
23165,8942,30-34,Man,Belgium,Master’s degree,Student,1-3 years,,,
23166,1373,22-24,Man,China,Master’s degree,Student,3-5 years,,,
23167,390,25-29,Man,India,Master’s degree,Currently not employed,1-3 years,,,
23168,192,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,,
23169,3044,25-29,Woman,Other,Master’s degree,Student,5-10 years,,,
23170,500,25-29,Woman,India,Master’s degree,Business Analyst,< 1 years,"$100,000 or more ($USD)","25,000-29,999",27000.0
23171,676,35-39,Woman,India,Doctoral degree,Software Engineer,1-3 years,,,
23172,342,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,1-3 years,$0 ($USD),"30,000-39,999",35000.0
23173,584,22-24,Man,Other,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"10,000-14,999",12000.0
23174,653,30-34,Man,Singapore,Bachelor’s degree,Other,< 1 years,$0 ($USD),"40,000-49,999",45000.0
23175,459,25-29,Man,South Korea,Master’s degree,Machine Learning Engineer,5-10 years,,"2,000-2,999",25000.0
23176,1025,25-29,Woman,Other,Bachelor’s degree,Currently not employed,1-3 years,,,
23177,317,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,< 1 years,,,
23178,656,50-54,Woman,Canada,Bachelor’s degree,Program/Project Manager,20+ years,$0 ($USD),"90,000-99,999",95000.0
23179,1268,35-39,Man,India,Doctoral degree,Machine Learning Engineer,1-3 years,$0 ($USD),"3,000-3,999",3500.0
23180,656,30-34,Man,Brazil,Master’s degree,Other,10-20 years,"$100,000 or more ($USD)","80,000-89,999",85000.0
23181,485,25-29,Woman,Kenya,Bachelor’s degree,Currently not employed,1-3 years,,,
23182,423,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23183,1185,35-39,Man,Ghana,Doctoral degree,Student,< 1 years,,,
23184,329,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,3-5 years,$0 ($USD),"$500,000-999,999",725000.0
23185,449,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years,"$100,000 or more ($USD)","200,000-249,999",225000.0
23186,423,25-29,Man,India,Master’s degree,Currently not employed,< 1 years,,,
23187,2166,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20+ years,"$10,000-$99,999","40,000-49,999",45000.0
23188,592,30-34,Man,India,Bachelor’s degree,Data Analyst,10-20 years,"$100,000 or more ($USD)","70,000-79,999",75000.0
23189,851,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,10-20 years,"$1000-$9,999","80,000-89,999",85000.0
23190,441,18-21,Man,Viet Nam,I prefer not to answer,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0
23191,150311,22-24,Man,China,Bachelor’s degree,Data Analyst,1-3 years,$100-$999,"2,000-2,999",25000.0
23192,468,18-21,Man,Indonesia,Bachelor’s degree,Student,< 1 years,,,
23193,592,55-59,Woman,United States of America,Master’s degree,Data Analyst,20+ years,$0 ($USD),"100,000-124,999",120000.0
23194,14119,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","25,000-29,999",27000.0
23195,1997,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
23196,641,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,,
23197,450,25-29,Man,India,Master’s degree,Software Engineer,< 1 years,$1-$99,"4,000-4,999",4500.0
23198,447,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
23199,926,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,1-3 years,$100-$999,"2,000-2,999",25000.0
23200,986,18-21,Man,India,Bachelor’s degree,Data Engineer,< 1 years,$100-$999,"5,000-7,499",65000.0
23201,741,35-39,Man,Egypt,I prefer not to answer,Data Analyst,1-3 years,$1-$99,$0-999,500.0
23202,307,22-24,Man,Canada,Doctoral degree,Research Scientist,10-20 years,,,
23203,592,40-44,Man,South Africa,Bachelor’s degree,Currently not employed,< 1 years,,,
23204,805,22-24,Man,Brazil,Master’s degree,Program/Project Manager,1-3 years,$0 ($USD),"5,000-7,499",65000.0
23205,946,45-49,Man,Russia,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"1,000-1,999",1500.0
23206,13754,30-34,Woman,Malaysia,Master’s degree,Statistician,I have never written code,$0 ($USD),"7,500-9,999",8500.0
23207,473,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,,
23208,117273,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
23209,1178,25-29,Man,Other,Master’s degree,Data Analyst,< 1 years,$1-$99,"1,000-1,999",1500.0
23210,1078,25-29,Man,United States of America,Bachelor’s degree,Data Engineer,5-10 years,$0 ($USD),"70,000-79,999",75000.0
23211,282,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23212,796,35-39,Man,Brazil,Bachelor’s degree,Other,1-3 years,$0 ($USD),"15,000-19,999",17000.0
23213,1064,25-29,Woman,Portugal,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999",$0-999,500.0
23214,284,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23215,518,35-39,Man,United States of America,Doctoral degree,Data Scientist,20+ years,$100-$999,"200,000-249,999",225000.0
23216,2154,22-24,Man,India,Master’s degree,Software Engineer,1-3 years,"$1000-$9,999","1,000-1,999",1500.0
23217,239,22-24,Man,India,Bachelor’s degree,Student,1-3 years,,,
23218,1036,45-49,Man,South Africa,Bachelor’s degree,Other,10-20 years,$0 ($USD),"20,000-24,999",23000.0
23219,1065,40-44,Man,Portugal,Bachelor’s degree,Program/Project Manager,10-20 years,$1-$99,"15,000-19,999",17000.0
23220,1191,22-24,Man,Other,Master’s degree,Software Engineer,1-3 years,$0 ($USD),$0-999,500.0
23221,1004,60-69,Man,Italy,No formal education past high school,Business Analyst,20+ years,$1-$99,"25,000-29,999",27000.0
23222,963,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23223,895,25-29,Woman,South Korea,Bachelor’s degree,Software Engineer,3-5 years,"$10,000-$99,999","40,000-49,999",45000.0
23224,502,25-29,Man,United States of America,Master’s degree,Data Engineer,3-5 years,$0 ($USD),"100,000-124,999",120000.0
23225,277,18-21,Man,India,Master’s degree,Data Analyst,1-3 years,,,
23226,2094,22-24,Prefer not to say,Taiwan,Bachelor’s degree,Student,1-3 years,,,
23227,393,25-29,Man,Denmark,Master’s degree,Student,3-5 years,,,
23228,838,18-21,Woman,India,Bachelor’s degree,Software Engineer,< 1 years,$0 ($USD),"200,000-249,999",225000.0
23229,576,18-21,Man,Italy,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","60,000-69,999",65000.0
23230,334,35-39,Man,Germany,Master’s degree,Program/Project Manager,1-3 years,$0 ($USD),"200,000-249,999",225000.0
23231,247,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,
23232,494,22-24,Woman,India,Master’s degree,Currently not employed,1-3 years,,,
23233,636,35-39,Woman,Viet Nam,Doctoral degree,Other,10-20 years,$0 ($USD),$0-999,500.0
23234,532,35-39,Prefer not to say,France,Master’s degree,Machine Learning Engineer,5-10 years,"$10,000-$99,999","200,000-249,999",225000.0
23235,295,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,,,
23236,752,45-49,Man,Spain,Master’s degree,Software Engineer,20+ years,,,
23237,627,30-34,Man,Romania,No formal education past high school,Data Scientist,3-5 years,$1-$99,"30,000-39,999",35000.0
23238,1290259,35-39,Man,France,Master’s degree,Research Scientist,10-20 years,"$1000-$9,999","70,000-79,999",75000.0
23239,337,55-59,Man,United States of America,Doctoral degree,Currently not employed,1-3 years,,,
23240,432,18-21,Man,Other,Bachelor’s degree,Student,1-3 years,,,
23241,612,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23242,1870,50-54,Man,Nigeria,Master’s degree,Currently not employed,< 1 years,,,
23243,863,40-44,Man,India,Bachelor’s degree,Other,3-5 years,$100-$999,"70,000-79,999",75000.0
23244,535,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,"30,000-39,999",35000.0
23245,682,35-39,Man,United States of America,Master’s degree,Currently not employed,5-10 years,,,
23246,718,35-39,Man,Mexico,Bachelor’s degree,Software Engineer,10-20 years,$100-$999,"20,000-24,999",23000.0
23247,516,22-24,Man,Portugal,Master’s degree,Student,5-10 years,,,
23248,819,55-59,Man,France,Doctoral degree,Data Scientist,10-20 years,$1-$99,"5,000-7,499",65000.0
23249,221,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,
23250,615,25-29,Prefer not to say,Ireland,Master’s degree,Student,< 1 years,,,
23251,738,35-39,Man,Germany,Master’s degree,Product Manager,10-20 years,"$1000-$9,999","90,000-99,999",95000.0
23252,758,22-24,Man,South Africa,Bachelor’s degree,Student,< 1 years,,,
23253,3469,35-39,Man,India,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999","1,000-1,999",1500.0
23254,944,18-21,Woman,India,Master’s degree,Program/Project Manager,< 1 years,$100-$999,"20,000-24,999",23000.0
23255,916,35-39,Man,India,Master’s degree,Data Scientist,20+ years,$0 ($USD),"30,000-39,999",35000.0
23256,741,35-39,Woman,Romania,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","20,000-24,999",23000.0
23257,477,45-49,Man,Spain,Master’s degree,Currently not employed,5-10 years,,,
23258,504,25-29,Woman,India,Master’s degree,Software Engineer,3-5 years,"$1000-$9,999","7,500-9,999",8500.0
23259,873443,22-24,Man,Japan,Bachelor’s degree,Student,< 1 years,,,
23260,138,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,
23261,1553,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23262,660,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,< 1 years,,,
23263,5509,18-21,Man,Other,Master’s degree,Student,1-3 years,,,
23264,613,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,$1-$99,"100,000-124,999",120000.0
23265,684,30-34,Man,Ethiopia,Master’s degree,Other,I have never written code,$1-$99,$0-999,500.0
23266,521,40-44,Woman,Israel,Doctoral degree,Research Scientist,< 1 years,$1-$99,"25,000-29,999",27000.0
23267,724,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student,3-5 years,,,
23268,939,35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","150,000-199,999",175000.0
23269,5018,30-34,Man,Brazil,Master’s degree,Student,10-20 years,,,
23270,1037,40-44,Man,France,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","40,000-49,999",45000.0
23271,481,18-21,Man,Poland,Bachelor’s degree,Student,1-3 years,,,
23272,653,22-24,Man,Kenya,Bachelor’s degree,Data Scientist,3-5 years,$0 ($USD),$0-999,500.0
23273,914,55-59,Man,Taiwan,Master’s degree,Data Scientist,20+ years,$0 ($USD),"30,000-39,999",35000.0
23274,389,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23275,924,50-54,Man,Spain,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","100,000-124,999",120000.0
23276,691,50-54,Man,Singapore,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","300,000-499,999",500000.0
23277,318,22-24,Woman,Taiwan,Master’s degree,Student,< 1 years,,,
23278,919,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23279,1034,60-69,Man,France,Master’s degree,Program/Project Manager,20+ years,$1-$99,"10,000-14,999",12000.0
23280,1019,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,"15,000-19,999",17000.0
23281,438,30-34,Woman,Israel,Bachelor’s degree,Data Analyst,1-3 years,,,
23282,886,22-24,Man,Ghana,No formal education past high school,Data Analyst,I have never written code,$1-$99,"1,000-1,999",1500.0
23283,466,18-21,Man,Pakistan,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,500.0
23284,7166,35-39,Man,United States of America,Bachelor’s degree,Other,< 1 years,$0 ($USD),"100,000-124,999",120000.0
23285,639,50-54,Man,Pakistan,Master’s degree,Data Engineer,< 1 years,"$10,000-$99,999",$0-999,500.0
23286,760,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
23287,246,30-34,Man,India,Bachelor’s degree,Data Engineer,5-10 years,,,
23288,566,25-29,Woman,Tunisia,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"1,000-1,999",1500.0
23289,552,30-34,Man,India,Master’s degree,Student,1-3 years,,,
23290,518,22-24,Man,Pakistan,Master’s degree,Product Manager,< 1 years,$0 ($USD),$0-999,500.0
23291,26448,18-21,Man,Indonesia,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,500.0
23292,201,30-34,Man,South Korea,Doctoral degree,Data Analyst,< 1 years,$1-$99,"1,000-1,999",1500.0
23293,583,25-29,Man,Mexico,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,"5,000-7,499",65000.0
23294,610,55-59,Man,United States of America,Doctoral degree,Software Engineer,20+ years,$0 ($USD),"200,000-249,999",225000.0
23295,406,22-24,Man,India,Bachelor’s degree,Student,3-5 years,,,
23296,470,25-29,Man,Poland,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"30,000-39,999",35000.0
23297,1337,55-59,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$100-$999,"40,000-49,999",45000.0
23298,4854,18-21,Man,Malaysia,Bachelor’s degree,Student,< 1 years,,,
23299,1275,40-44,Man,Taiwan,Master’s degree,Currently not employed,5-10 years,,,
23300,628,35-39,Woman,India,Master’s degree,Software Engineer,1-3 years,"$1000-$9,999","20,000-24,999",23000.0
23301,326,22-24,Man,Russia,Master’s degree,Student,1-3 years,,,
23302,840,25-29,Man,Japan,Bachelor’s degree,Software Engineer,3-5 years,$1-$99,"50,000-59,999",55000.0
23303,2748,22-24,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23304,160,25-29,Man,Spain,Doctoral degree,Student,5-10 years,,,
23305,763,22-24,Man,Pakistan,Bachelor’s degree,Student,1-3 years,,,
23306,106380,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
23307,772,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,10-20 years,$100-$999,"80,000-89,999",85000.0
23308,435,35-39,Man,Brazil,Doctoral degree,Data Scientist,10-20 years,"$100,000 or more ($USD)","40,000-49,999",45000.0
23309,117333,18-21,Man,Colombia,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),$0-999,500.0
23310,335,18-21,Woman,India,Bachelor’s degree,Software Engineer,1-3 years,,,
23311,487,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,,
23312,375,30-34,Man,Singapore,Bachelor’s degree,Product Manager,1-3 years,$100-$999,"40,000-49,999",45000.0
23313,570,30-34,Man,France,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"2,000-2,999",25000.0
23314,1362,30-34,Man,Indonesia,Master’s degree,Machine Learning Engineer,3-5 years,"$100,000 or more ($USD)","10,000-14,999",12000.0
23315,1202,70+,Man,United States of America,Doctoral degree,Other,20+ years,$0 ($USD),$0-999,500.0
23316,579,30-34,Man,India,Bachelor’s degree,Data Scientist,5-10 years,$0 ($USD),"25,000-29,999",27000.0
23317,415,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,,,
23318,10367,30-34,Man,India,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,"5,000-7,499",65000.0
23319,719,55-59,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years,$100-$999,"10,000-14,999",12000.0
23320,491,25-29,Man,India,Master’s degree,Student,< 1 years,,,
23321,398313,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,,
23322,569,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"5,000-7,499",65000.0
23323,1014,50-54,Woman,India,Professional doctorate,Research Scientist,5-10 years,$0 ($USD),"1,000-1,999",1500.0
23324,650,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,,,
23325,863,40-44,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","150,000-199,999",175000.0
23326,337,25-29,Man,India,Master’s degree,Other,I have never written code,$0 ($USD),"2,000-2,999",25000.0
23327,394,22-24,Man,Russia,Bachelor’s degree,Data Engineer,1-3 years,$0 ($USD),"7,500-9,999",8500.0
23328,206,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23329,785,35-39,Man,Switzerland,Professional doctorate,Machine Learning Engineer,10-20 years,"$1000-$9,999","100,000-124,999",120000.0
23330,698,60-69,Man,Chile,Some college/university study without earning a bachelor’s degree,Currently not employed,5-10 years,,,
23331,1551,45-49,Woman,Portugal,Doctoral degree,Statistician,< 1 years,$0 ($USD),"15,000-19,999",17000.0
23332,503,25-29,Man,Egypt,Master’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),"1,000-1,999",1500.0
23333,861,55-59,Woman,Colombia,Doctoral degree,Data Scientist,20+ years,"$1000-$9,999","10,000-14,999",12000.0
23334,737,18-21,Man,South Africa,Some college/university study without earning a bachelor’s degree,Student,5-10 years,,,
23335,128,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years,,,
23336,522,30-34,Man,Japan,Master’s degree,Software Engineer,10-20 years,$1-$99,"90,000-99,999",95000.0
23337,1297,40-44,Woman,Japan,Bachelor’s degree,Data Analyst,10-20 years,"$1000-$9,999",$0-999,500.0
23338,2279,25-29,Man,Pakistan,Bachelor’s degree,Student,< 1 years,,,
23339,303,22-24,Woman,France,Master’s degree,Data Analyst,< 1 years,$0 ($USD),"1,000-1,999",1500.0
23340,1241,30-34,Woman,India,Doctoral degree,Other,3-5 years,$0 ($USD),$0-999,500.0
23341,3382,30-34,Man,Singapore,Master’s degree,Data Analyst,3-5 years,,,
23342,306,25-29,Man,South Korea,Bachelor’s degree,Currently not employed,< 1 years,,,
23343,564,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,$100-$999,"10,000-14,999",12000.0
23344,1173,35-39,Woman,Taiwan,Master’s degree,Business Analyst,1-3 years,$100-$999,"1,000-1,999",1500.0
23345,381,40-44,Man,Argentina,Doctoral degree,Research Scientist,20+ years,"$1000-$9,999","2,000-2,999",25000.0
23346,393,35-39,Man,Mexico,Master’s degree,Data Analyst,I have never written code,$0 ($USD),"5,000-7,499",65000.0
23347,284,25-29,Woman,South Korea,Doctoral degree,Student,1-3 years,,,
23348,699,22-24,Man,Philippines,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23349,634,35-39,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"20,000-24,999",23000.0
23350,261,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer,< 1 years,,,
23351,1604,45-49,Nonbinary,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,20+ years,"$1000-$9,999","150,000-199,999",175000.0
23352,946,22-24,Man,Bangladesh,Bachelor’s degree,Business Analyst,< 1 years,$1-$99,$0-999,500.0
23353,920,35-39,Man,Colombia,Bachelor’s degree,Currently not employed,< 1 years,,,
23354,1276,45-49,Woman,Other,Bachelor’s degree,Currently not employed,1-3 years,,,
23355,1259,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23356,366,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,,,
23357,1071,30-34,Man,Ethiopia,Doctoral degree,Machine Learning Engineer,5-10 years,$0 ($USD),$0-999,500.0
23358,448,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
23359,800,25-29,Man,India,I prefer not to answer,Data Analyst,< 1 years,"$1000-$9,999","7,500-9,999",8500.0
23360,232,18-21,Man,Israel,Bachelor’s degree,Student,3-5 years,,,
23361,655,25-29,Man,United Arab Emirates,Master’s degree,Software Engineer,3-5 years,$100-$999,"25,000-29,999",27000.0
23362,495,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23363,157,35-39,Man,United States of America,No formal education past high school,Student,1-3 years,,,
23364,593,40-44,Man,India,Doctoral degree,Other,1-3 years,$1-$99,"15,000-19,999",17000.0
23365,1282,50-54,Man,Australia,Master’s degree,Data Scientist,20+ years,"$1000-$9,999","80,000-89,999",85000.0
23366,1343,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,1-3 years,"$1000-$9,999","40,000-49,999",45000.0
23367,423,35-39,Woman,United States of America,Bachelor’s degree,Student,1-3 years,,,
23368,2112,45-49,Man,Japan,Master’s degree,Data Scientist,1-3 years,$1-$99,"5,000-7,499",65000.0
23369,445,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23370,1048,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"$1000-$9,999","7,500-9,999",8500.0
23371,983,35-39,Woman,United States of America,Master’s degree,Other,1-3 years,"$1000-$9,999","20,000-24,999",23000.0
23372,802,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,,
23373,340,22-24,Man,Uganda,Bachelor’s degree,Software Engineer,1-3 years,,,
23374,613,22-24,Man,South Korea,Bachelor’s degree,Student,1-3 years,,,
23375,924,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999,500.0
23376,1502,50-54,Man,United States of America,Master’s degree,Student,< 1 years,,,
23377,547,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,,
23378,3615,25-29,Man,China,Master’s degree,Data Scientist,1-3 years,$0 ($USD),"30,000-39,999",35000.0
23379,943,45-49,Man,Turkey,I prefer not to answer,Machine Learning Engineer,< 1 years,$0 ($USD),"7,500-9,999",8500.0
23380,365,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,,
23381,1221,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,,
23382,2762,25-29,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$100-$999,"7,500-9,999",8500.0
23383,657,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,,
23384,1473,30-34,Man,Israel,Master’s degree,Other,1-3 years,$0 ($USD),$0-999,500.0
23385,863,22-24,Man,Pakistan,Bachelor’s degree,Student,3-5 years,,,
23386,328,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","40,000-49,999",45000.0
23387,346,30-34,Man,United States of America,Master’s degree,Other,< 1 years,"$100,000 or more ($USD)","25,000-29,999",27000.0
23388,542,25-29,Man,Thailand,Master’s degree,Machine Learning Engineer,10-20 years,"$1000-$9,999","40,000-49,999",45000.0
23389,325,22-24,Man,Russia,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0
23390,1013,30-34,Man,Other,Master’s degree,Student,1-3 years,,,
23391,2386,50-54,Woman,Other,Master’s degree,Other,< 1 years,"$1000-$9,999","40,000-49,999",45000.0
23392,158,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,$0 ($USD),"2,000-2,999",25000.0
23393,394,18-21,Man,Austria,Bachelor’s degree,Other,1-3 years,$0 ($USD),$0-999,500.0
23394,326,18-21,Man,Malaysia,Bachelor’s degree,Student,1-3 years,,,
23395,59400,30-34,Man,Spain,Bachelor’s degree,Machine Learning Engineer,5-10 years,,,
23396,625,55-59,Man,Spain,Doctoral degree,Data Scientist,20+ years,"$100,000 or more ($USD)","60,000-69,999",65000.0
23397,529,30-34,Woman,India,Bachelor’s degree,Other,3-5 years,"$100,000 or more ($USD)",$0-999,500.0
23398,412,60-69,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years,,,
23399,555,35-39,Woman,Australia,Master’s degree,Business Analyst,1-3 years,"$1000-$9,999","50,000-59,999",55000.0
23400,1160,30-34,Man,South Korea,Bachelor’s degree,Data Scientist,3-5 years,"$1000-$9,999","40,000-49,999",45000.0
23401,297,50-54,Woman,United States of America,Master’s degree,Business Analyst,< 1 years,,,
23402,462,35-39,Man,Japan,Master’s degree,Data Engineer,I have never written code,$0 ($USD),$0-999,500.0
23403,530,30-34,Man,India,Master’s degree,Data Scientist,1-3 years,$1-$99,"7,500-9,999",8500.0
23404,102838,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,,,
23405,215,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,
23406,421,22-24,Woman,Philippines,Bachelor’s degree,Student,< 1 years,,,
