,Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation,Salary,Avg. Investment
20626,462,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20627,590,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20628,823,45-49,Woman,Nigeria,Doctoral degree,Research Scientist,5-10 years,$100-$999,"4,000-4,999",4500.0,500
20629,406,22-24,Man,China,Master’s degree,Student,1-3 years,0,0,0.0,0
20630,588,30-34,Man,India,Master’s degree,Business Analyst,5-10 years,$0 ($USD),"15,000-19,999",17000.0,0
20631,633,25-29,Woman,Israel,Master’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","125,000-149,999",132000.0,5000
20632,1972,18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
20633,160,22-24,Man,India,Master’s degree,Student,1-3 years,0,0,0.0,0
20634,1240,45-49,Man,United States of America,Doctoral degree,Research Scientist,5-10 years,"$100,000 or more ($USD)","90,000-99,999",95000.0,100000
20635,1077,60-69,Man,Brazil,Master’s degree,Currently not employed,10-20 years,0,0,0.0,0
20636,989,25-29,Man,India,Master’s degree,Data Analyst,1-3 years,"$1000-$9,999",$0-999,500.0,5000
20637,641,30-34,Man,China,Doctoral degree,Data Scientist,1-3 years,$100-$999,"40,000-49,999",45000.0,500
20638,272,35-39,Man,United States of America,Master’s degree,Other,1-3 years,0,0,0.0,0
20639,600,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20640,460,22-24,Man,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999,500.0,0
20641,402,25-29,Man,United States of America,Master’s degree,Other,3-5 years,$0 ($USD),"125,000-149,999",132000.0,0
20642,774,35-39,Man,Czech Republic,Doctoral degree,Data Scientist,5-10 years,0,0,0.0,0
20643,696,40-44,Man,Greece,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","60,000-69,999",65000.0,5000
20644,287,18-21,Man,Turkey,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20645,945,30-34,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0,50
20646,224,22-24,Man,Japan,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20647,514,22-24,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20648,461,22-24,Woman,Indonesia,Bachelor’s degree,Software Engineer,I have never written code,$0 ($USD),$0-999,500.0,0
20649,785,30-34,Man,Russia,Master’s degree,Data Scientist,3-5 years,0,0,0.0,0
20650,1284,30-34,Woman,Russia,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0,0
20651,5700,35-39,Prefer to self-describe,Poland,I prefer not to answer,Other,3-5 years,$0 ($USD),$0-999,500.0,0
20652,747,45-49,Woman,Spain,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"1,000-1,999",1500.0,0
20653,1034,55-59,Man,Japan,No formal education past high school,Software Engineer,20+ years,$0 ($USD),"90,000-99,999",95000.0,0
20654,1071,50-54,Woman,United States of America,Bachelor’s degree,Data Analyst,20+ years,$0 ($USD),"100,000-124,999",120000.0,0
20655,920,25-29,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,"4,000-4,999",4500.0,500
20656,864,45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,$0 ($USD),"150,000-199,999",175000.0,0
20657,586,22-24,Man,Other,Bachelor’s degree,Other,3-5 years,"$1000-$9,999","20,000-24,999",23000.0,5000
20658,692,18-21,Man,Belarus,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20659,4272,18-21,Man,China,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20660,544,25-29,Man,India,Master’s degree,Data Engineer,5-10 years,0,0,0.0,0
20661,3610,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"$10,000-$99,999","10,000-14,999",12000.0,50000
20662,128,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20663,738,18-21,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
20664,433,18-21,Man,Belarus,Bachelor’s degree,Software Engineer,5-10 years,$0 ($USD),"10,000-14,999",12000.0,0
20665,6534,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","10,000-14,999",12000.0,5000
20666,268670,25-29,Man,Greece,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","15,000-19,999",17000.0,5000
20667,1258,35-39,Man,Spain,I prefer not to answer,Other,1-3 years,0,0,0.0,0
20668,1591,30-34,Man,Nigeria,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20669,439,25-29,Woman,Malaysia,Master’s degree,Student,1-3 years,0,0,0.0,0
20670,1090,60-69,Nonbinary,United States of America,Master’s degree,Program/Project Manager,20+ years,"$100,000 or more ($USD)","100,000-124,999",120000.0,100000
20671,481,25-29,Man,Turkey,Master’s degree,Data Scientist,1-3 years,$100-$999,"1,000-1,999",1500.0,500
20672,826,40-44,Man,Malaysia,Bachelor’s degree,Software Engineer,10-20 years,$100-$999,"20,000-24,999",23000.0,500
20673,580,45-49,Man,United States of America,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
20674,440,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20675,1048,60-69,Man,Taiwan,Doctoral degree,Research Scientist,20+ years,$1-$99,$0-999,500.0,50
20676,1905,22-24,Man,United States of America,Master’s degree,Student,5-10 years,0,0,0.0,0
20677,576,22-24,Man,India,I prefer not to answer,Student,1-3 years,0,0,0.0,0
20678,330,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20679,1346,40-44,Man,Japan,Master’s degree,Software Engineer,10-20 years,$100-$999,"50,000-59,999",55000.0,500
20680,478,45-49,Man,Australia,Bachelor’s degree,Data Engineer,20+ years,"$100,000 or more ($USD)","125,000-149,999",132000.0,100000
20681,572,30-34,Man,Chile,Master’s degree,Software Engineer,5-10 years,$100-$999,"20,000-24,999",23000.0,500
20682,884,60-69,Man,Italy,No formal education past high school,Program/Project Manager,1-3 years,$0 ($USD),$0-999,500.0,0
20683,451,35-39,Man,Mexico,Master’s degree,Business Analyst,5-10 years,"$1000-$9,999","30,000-39,999",35000.0,5000
20684,239,25-29,Man,Viet Nam,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"10,000-14,999",12000.0,0
20685,351,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","125,000-149,999",132000.0,100000
20686,2409,25-29,Man,United States of America,Master’s degree,Data Analyst,3-5 years,"$10,000-$99,999","90,000-99,999",95000.0,50000
20687,12775,22-24,Woman,Hong Kong (S.A.R.),Bachelor’s degree,Research Scientist,1-3 years,$1-$99,"30,000-39,999",35000.0,50
20688,803,35-39,Man,India,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),"30,000-39,999",35000.0,0
20689,807,50-54,Man,Other,No formal education past high school,Currently not employed,3-5 years,0,0,0.0,0
20690,248,25-29,Man,Denmark,Master’s degree,Currently not employed,1-3 years,0,0,0.0,0
20691,235,22-24,Woman,India,Master’s degree,Student,< 1 years,0,0,0.0,0
20692,973,35-39,Man,India,Master’s degree,Developer Relations/Advocacy,10-20 years,$0 ($USD),"10,000-14,999",12000.0,0
20693,11031,18-21,Woman,Spain,Bachelor’s degree,Data Scientist,< 1 years,$0 ($USD),"1,000-1,999",1500.0,0
20694,11109,60-69,Man,United States of America,Master’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","80,000-89,999",85000.0,5000
20695,521,22-24,Woman,Ukraine,Master’s degree,Student,1-3 years,0,0,0.0,0
20696,470,18-21,Woman,India,Bachelor’s degree,Software Engineer,I have never written code,$0 ($USD),$0-999,500.0,0
20697,730,22-24,Man,India,Bachelor’s degree,Data Analyst,1-3 years,0,0,0.0,0
20698,639,25-29,Man,Germany,Master’s degree,Program/Project Manager,3-5 years,$0 ($USD),"50,000-59,999",55000.0,0
20699,684,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
20700,650,35-39,Man,Australia,Doctoral degree,Research Scientist,< 1 years,"$100,000 or more ($USD)","100,000-124,999",120000.0,100000
20701,725,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,3-5 years,0,0,0.0,0
20702,501,40-44,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years,0,0,0.0,0
20703,642,30-34,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"1,000-1,999",1500.0,50
20704,674,40-44,Man,Netherlands,Master’s degree,Data Engineer,1-3 years,$0 ($USD),"60,000-69,999",65000.0,0
20705,451,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20706,31081,30-34,Man,Taiwan,Doctoral degree,Student,1-3 years,0,0,0.0,0
20707,433,25-29,Man,Japan,Doctoral degree,Student,1-3 years,0,0,0.0,0
20708,1823,30-34,Man,Nigeria,Professional doctorate,Data Analyst,< 1 years,"$1000-$9,999","1,000-1,999",1500.0,5000
20709,2791,50-54,Man,Other,Doctoral degree,Research Scientist,1-3 years,"$10,000-$99,999",$0-999,500.0,50000
20710,823,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0,50
20711,330,25-29,Woman,Brazil,Bachelor’s degree,Other,< 1 years,0,0,0.0,0
20712,628,30-34,Man,Italy,I prefer not to answer,Data Engineer,3-5 years,$0 ($USD),"20,000-24,999",23000.0,0
20713,154,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20714,529,22-24,Man,India,Bachelor’s degree,Business Analyst,< 1 years,$1-$99,"5,000-7,499",65000.0,50
20715,965,55-59,Man,Canada,Some college/university study without earning a bachelor’s degree,Currently not employed,20+ years,0,0,0.0,0
20716,504,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$1-$99,"15,000-19,999",17000.0,50
20717,694,25-29,Man,Poland,Doctoral degree,Data Scientist,5-10 years,"$10,000-$99,999","50,000-59,999",55000.0,50000
20718,786,30-34,Man,India,Master’s degree,Student,5-10 years,0,0,0.0,0
20719,524,25-29,Man,Indonesia,Master’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999,500.0,0
20720,137,22-24,Woman,India,Master’s degree,Data Analyst,1-3 years,0,0,0.0,0
20721,803,35-39,Man,Nepal,Master’s degree,Other,5-10 years,$0 ($USD),"10,000-14,999",12000.0,0
20722,493,22-24,Man,Ukraine,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
20723,368,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
20724,917,60-69,Man,Nigeria,I prefer not to answer,Software Engineer,20+ years,0,"4,000-4,999",4500.0,0
20725,313,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20726,299,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20727,439,30-34,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code,0,0,0.0,0
20728,616,55-59,Man,Brazil,Doctoral degree,Other,10-20 years,"$1000-$9,999","50,000-59,999",55000.0,5000
20729,135,22-24,Man,United States of America,Master’s degree,Student,1-3 years,0,0,0.0,0
20730,765,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,3-5 years,"$100,000 or more ($USD)","300,000-499,999",500000.0,100000
20731,402,18-21,Man,China,Master’s degree,Student,1-3 years,0,0,0.0,0
20732,167,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,0,0,0.0,0
20733,302,22-24,Woman,"Iran, Islamic Republic of...",Master’s degree,Other,5-10 years,0,0,0.0,0
20734,183,18-21,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
20735,473,18-21,Man,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
20736,3779,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,10-20 years,"$10,000-$99,999","30,000-39,999",35000.0,50000
20737,202,22-24,Woman,Tunisia,Master’s degree,Student,< 1 years,0,0,0.0,0
20738,2956,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,"$1000-$9,999","7,500-9,999",8500.0,5000
20739,507,30-34,Man,Singapore,Bachelor’s degree,Other,5-10 years,$0 ($USD),"25,000-29,999",27000.0,0
20740,984,35-39,Man,Ethiopia,Doctoral degree,Research Scientist,10-20 years,$0 ($USD),$0-999,500.0,0
20741,936,50-54,Man,Brazil,Doctoral degree,Data Scientist,20+ years,$0 ($USD),"30,000-39,999",35000.0,0
20742,304,22-24,Man,Other,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
20743,152,30-34,Man,United States of America,Master’s degree,Product Manager,< 1 years,0,0,0.0,0
20744,160,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,0,0,0.0,0
20745,766,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20746,381,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,1-3 years,0,0,0.0,0
20747,812,30-34,Man,Chile,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999",1500.0,0
20748,475,30-34,Man,India,Master’s degree,Data Scientist,3-5 years,$1-$99,$0-999,500.0,50
20749,1321,25-29,Woman,Pakistan,Doctoral degree,Currently not employed,3-5 years,0,0,0.0,0
20750,608,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Scientist,5-10 years,$100-$999,"90,000-99,999",95000.0,500
20751,766,55-59,Man,Belarus,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
20752,564,25-29,Man,United States of America,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
20753,1292,25-29,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,$0 ($USD),"125,000-149,999",132000.0,0
20754,647,40-44,Man,India,Master’s degree,Program/Project Manager,10-20 years,$0 ($USD),"20,000-24,999",23000.0,0
20755,451,45-49,Man,Italy,Master’s degree,Software Engineer,20+ years,$0 ($USD),$0-999,500.0,0
20756,356,22-24,Man,Tunisia,Master’s degree,Student,1-3 years,0,0,0.0,0
20757,1022,35-39,Man,Turkey,Master’s degree,Software Engineer,5-10 years,$1-$99,"15,000-19,999",17000.0,50
20758,2661,50-54,Man,South Korea,Doctoral degree,Other,20+ years,$0 ($USD),"5,000-7,499",65000.0,0
20759,190,40-44,Man,Switzerland,Doctoral degree,Other,20+ years,0,">$1,000,000",1000000.0,0
20760,715,45-49,Woman,United States of America,Bachelor’s degree,Data Engineer,10-20 years,"$100,000 or more ($USD)",$0-999,500.0,100000
20761,1097904,30-34,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
20762,333,22-24,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20763,1061,22-24,Man,Tunisia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,0,0,0.0,0
20764,1071,35-39,Man,India,Master’s degree,Data Engineer,10-20 years,"$1000-$9,999","25,000-29,999",27000.0,5000
20765,835,22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years,"$100,000 or more ($USD)","60,000-69,999",65000.0,100000
20766,941,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,"2,000-2,999",25000.0,500
20767,954,25-29,Man,France,Master’s degree,Other,3-5 years,$1-$99,$0-999,500.0,50
20768,705,25-29,Man,Canada,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"5,000-7,499",65000.0,0
20769,252,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20770,660,30-34,Man,Indonesia,I prefer not to answer,Other,< 1 years,$0 ($USD),"5,000-7,499",65000.0,0
20771,437,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20772,1123,40-44,Man,Japan,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"50,000-59,999",55000.0,0
20773,541,25-29,Man,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$100-$999,$0-999,500.0,500
20774,882,50-54,Man,Spain,Master’s degree,Data Analyst,20+ years,$100-$999,"50,000-59,999",55000.0,500
20775,261,18-21,Woman,India,Bachelor’s degree,Research Scientist,< 1 years,0,0,0.0,0
20776,937,18-21,Man,China,Master’s degree,Student,< 1 years,0,0,0.0,0
20777,600,22-24,Man,United States of America,Master’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0,0
20778,2081,18-21,Man,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
20779,7861,25-29,Man,Kenya,Master’s degree,Other,1-3 years,"$1000-$9,999","1,000-1,999",1500.0,5000
20780,454,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"7,500-9,999",8500.0,500
20781,535,22-24,Man,United States of America,Master’s degree,Data Engineer,1-3 years,$0 ($USD),"5,000-7,499",65000.0,0
20782,536,25-29,Man,Egypt,Master’s degree,Data Scientist,< 1 years,$1-$99,$0-999,500.0,50
20783,701,25-29,Man,India,Bachelor’s degree,Data Engineer,3-5 years,$1-$99,"7,500-9,999",8500.0,50
20784,405,18-21,Man,Italy,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
20785,276,30-34,Woman,Poland,Professional doctorate,Research Scientist,I have never written code,"$1000-$9,999","25,000-29,999",27000.0,5000
20786,311,22-24,Man,United States of America,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"60,000-69,999",65000.0,0
20787,938,40-44,Man,Japan,Master’s degree,Data Scientist,20+ years,$100-$999,"60,000-69,999",65000.0,500
20788,1053,40-44,Man,India,Master’s degree,Program/Project Manager,< 1 years,"$1000-$9,999","40,000-49,999",45000.0,5000
20789,1220,18-21,Man,Egypt,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999,500.0,0
20790,1400,30-34,Woman,Japan,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"50,000-59,999",55000.0,500
20791,754,30-34,Man,Mexico,Master’s degree,Software Engineer,5-10 years,"$1000-$9,999","20,000-24,999",23000.0,5000
20792,659,30-34,Man,Israel,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","125,000-149,999",132000.0,5000
20793,233,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20794,610,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Data Analyst,< 1 years,$1-$99,"3,000-3,999",3500.0,50
20795,526,22-24,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20796,711,30-34,Man,Colombia,No formal education past high school,Data Scientist,1-3 years,$0 ($USD),"20,000-24,999",23000.0,0
20797,5796,18-21,Man,India,Master’s degree,Student,3-5 years,0,0,0.0,0
20798,415,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20799,582,22-24,Woman,India,I prefer not to answer,Software Engineer,< 1 years,"$1000-$9,999","1,000-1,999",1500.0,5000
20800,6268,35-39,Woman,India,Bachelor’s degree,Currently not employed,5-10 years,0,0,0.0,0
20801,603,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999,500.0,0
20802,3468,30-34,Woman,India,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999",1500.0,0
20803,973,40-44,Man,Pakistan,I prefer not to answer,Data Engineer,5-10 years,$0 ($USD),"10,000-14,999",12000.0,0
20804,513,35-39,Man,South Africa,Bachelor’s degree,Software Engineer,10-20 years,"$1000-$9,999","125,000-149,999",132000.0,5000
20805,682,30-34,Man,Russia,Professional doctorate,Other,1-3 years,$0 ($USD),"7,500-9,999",8500.0,0
20806,1153,22-24,Man,India,Master’s degree,Software Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
20807,723,30-34,Man,India,Master’s degree,Machine Learning Engineer,10-20 years,$100-$999,"50,000-59,999",55000.0,500
20808,27321,25-29,Man,Brazil,Master’s degree,Other,1-3 years,"$1000-$9,999","7,500-9,999",8500.0,5000
20809,767,25-29,Man,India,Bachelor’s degree,Business Analyst,1-3 years,$100-$999,"7,500-9,999",8500.0,500
20810,12665,40-44,Man,Portugal,Bachelor’s degree,Software Engineer,5-10 years,"$1000-$9,999","15,000-19,999",17000.0,5000
20811,482,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,0,0,0.0,0
20812,598,18-21,Man,United States of America,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20813,341,25-29,Woman,Indonesia,Bachelor’s degree,Business Analyst,1-3 years,"$1000-$9,999","7,500-9,999",8500.0,5000
20814,1814,22-24,Man,Pakistan,Master’s degree,Machine Learning Engineer,< 1 years,0,0,0.0,0
20815,551,25-29,Man,Other,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20816,580,50-54,Woman,United States of America,Master’s degree,Data Analyst,I have never written code,$0 ($USD),"70,000-79,999",75000.0,0
20817,277,25-29,Man,Nepal,Master’s degree,Currently not employed,5-10 years,0,0,0.0,0
20818,1745,45-49,Man,United States of America,Master’s degree,Data Analyst,20+ years,"$1000-$9,999","125,000-149,999",132000.0,5000
20819,617,35-39,Man,Netherlands,Master’s degree,Software Engineer,5-10 years,"$10,000-$99,999","80,000-89,999",85000.0,50000
20820,361,45-49,Man,Argentina,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,0,0,0.0,0
20821,211,18-21,Woman,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,0,0,0.0,0
20822,859,35-39,Man,India,Doctoral degree,Research Scientist,1-3 years,$100-$999,"25,000-29,999",27000.0,500
20823,328,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20824,183,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,0,0,0.0,0
20825,618,22-24,Woman,Sri Lanka,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,$0-999,500.0,50
20826,871,25-29,Woman,India,Master’s degree,Currently not employed,< 1 years,0,0,0.0,0
20827,1245,30-34,Man,Germany,Doctoral degree,Data Analyst,10-20 years,$0 ($USD),"60,000-69,999",65000.0,0
20828,448,25-29,Woman,Nigeria,Doctoral degree,Research Scientist,I have never written code,$0 ($USD),"2,000-2,999",25000.0,0
20829,256,18-21,Man,India,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
20830,862,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20831,771,40-44,Man,Russia,Master’s degree,Data Analyst,< 1 years,"$1000-$9,999","30,000-39,999",35000.0,5000
20832,818,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,$1-$99,$0-999,500.0,50
20833,19101,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999,500.0,0
20834,481,30-34,Man,United States of America,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"100,000-124,999",120000.0,0
20835,481,40-44,Man,India,Bachelor’s degree,Currently not employed,5-10 years,0,0,0.0,0
20836,1704,40-44,Woman,South Africa,Professional doctorate,Data Analyst,5-10 years,"$100,000 or more ($USD)","$500,000-999,999",725000.0,100000
20837,558,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
20838,131548,30-34,Woman,Kazakhstan,Bachelor’s degree,Product Manager,I have never written code,$100-$999,"10,000-14,999",12000.0,500
20839,755,25-29,Man,Other,Master’s degree,Other,5-10 years,"$1000-$9,999","30,000-39,999",35000.0,5000
20840,476,25-29,Man,Canada,Master’s degree,Software Engineer,3-5 years,$0 ($USD),$0-999,500.0,0
20841,473,18-21,Man,Hong Kong (S.A.R.),No formal education past high school,Data Scientist,< 1 years,$0 ($USD),$0-999,500.0,0
20842,286,18-21,Woman,Nigeria,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20843,450,35-39,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years,0,0,0.0,0
20844,391,18-21,Man,India,I prefer not to answer,Other,1-3 years,$0 ($USD),"3,000-3,999",3500.0,0
20845,461,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20846,615,50-54,Man,Argentina,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"10,000-14,999",12000.0,0
20847,613,25-29,Man,Italy,Doctoral degree,Research Scientist,10-20 years,"$1000-$9,999","20,000-24,999",23000.0,5000
20848,1236,30-34,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"90,000-99,999",95000.0,500
20849,2661,45-49,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"5,000-7,499",65000.0,0
20850,14941,35-39,Man,Malaysia,Master’s degree,Business Analyst,I have never written code,"$1000-$9,999","90,000-99,999",95000.0,5000
20851,1413,22-24,Man,China,Some college/university study without earning a bachelor’s degree,Student,< 1 years,0,0,0.0,0
20852,1004,30-34,Woman,Brazil,Master’s degree,Data Analyst,1-3 years,"$10,000-$99,999","10,000-14,999",12000.0,50000
20853,3185,35-39,Man,Nepal,Bachelor’s degree,Software Engineer,5-10 years,$100-$999,"5,000-7,499",65000.0,500
20854,893,45-49,Woman,United States of America,Master’s degree,Other,< 1 years,$0 ($USD),"80,000-89,999",85000.0,0
20855,751,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20+ years,$0 ($USD),"100,000-124,999",120000.0,0
20856,976,30-34,Man,Other,Bachelor’s degree,Student,3-5 years,0,0,0.0,0
20857,680,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,3-5 years,$1-$99,"1,000-1,999",1500.0,50
20858,258981,45-49,Man,Portugal,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20859,321,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20860,498,18-21,Woman,India,Master’s degree,Student,< 1 years,0,0,0.0,0
20861,341,30-34,Woman,United States of America,Master’s degree,Student,< 1 years,0,0,0.0,0
20862,516,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20863,508,22-24,Woman,Tunisia,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0 ($USD),$0-999,500.0,0
20864,1125,35-39,Man,Israel,Master’s degree,Machine Learning Engineer,10-20 years,"$100,000 or more ($USD)","150,000-199,999",175000.0,100000
20865,1324,30-34,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,"$10,000-$99,999","150,000-199,999",175000.0,50000
20866,20143,18-21,Man,India,Bachelor’s degree,Student,< 1 years,0,0,0.0,0
20867,409,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999,500.0,500
20868,682,55-59,Man,South Korea,Doctoral degree,Program/Project Manager,20+ years,"$100,000 or more ($USD)","125,000-149,999",132000.0,100000
20869,3166,22-24,Man,Viet Nam,Bachelor’s degree,Data Scientist,3-5 years,$1-$99,"30,000-39,999",35000.0,50
20870,404,25-29,Man,Italy,Master’s degree,Data Scientist,3-5 years,$0 ($USD),"25,000-29,999",27000.0,0
20871,463,45-49,Man,Hong Kong (S.A.R.),Doctoral degree,Program/Project Manager,5-10 years,$0 ($USD),"150,000-199,999",175000.0,0
20872,505,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years,0,0,0.0,0
20873,542,35-39,Man,Other,Master’s degree,Program/Project Manager,1-3 years,0,0,0.0,0
20874,511,18-21,Man,India,Bachelor’s degree,Student,1-3 years,0,0,0.0,0
20875,256,40-44,Man,France,I prefer not to answer,Data Scientist,I have never written code,$1-$99,$0-999,500.0,50
