Response Time,Age,Gender,Country,Education,Job Title
1448,30-34,Man,India,Master’s degree,Data Analyst
607,30-34,Woman,Russia,Master’s degree,Statistician
541,60-69,Man,Australia,Doctoral degree,Other
1164,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer
1255,55-59,Man,China,Doctoral degree,Research Scientist
371,25-29,Man,Germany,Master’s degree,Machine Learning Engineer
2908,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst
423,18-21,Man,Pakistan,Bachelor’s degree,Student
528,35-39,Man,Germany,Professional doctorate,Data Scientist
353,22-24,Man,India,Bachelor’s degree,Student
722,30-34,Man,Egypt,Bachelor’s degree,Data Analyst
295,18-21,Man,India,Bachelor’s degree,Data Analyst
285,25-29,Man,Nigeria,Bachelor’s degree,Student
357,40-44,Man,United States of America,Master’s degree,Other
1915,30-34,Woman,Argentina,Bachelor’s degree,Currently not employed
630,22-24,Man,India,Bachelor’s degree,Software Engineer
2501,40-44,Man,Other,Bachelor’s degree,Software Engineer
702,30-34,Man,Other,Master’s degree,Research Scientist
138,18-21,Man,India,Bachelor’s degree,Student
226,22-24,Man,India,Master’s degree,Student
472,18-21,Man,Other,Master’s degree,Student
193,30-34,Man,Indonesia,Bachelor’s degree,Product Manager
950,25-29,Man,South Africa,Bachelor’s degree,Data Scientist
2116,22-24,Man,Pakistan,Bachelor’s degree,Other
3364,22-24,Man,United States of America,Master’s degree,Data Analyst
619,50-54,Man,India,Doctoral degree,Business Analyst
650,30-34,Man,Russia,Some college/university study without earning a bachelor’s degree,Student
1016,30-34,Man,South Africa,Master’s degree,Currently not employed
696,45-49,Man,Taiwan,Doctoral degree,Other
787,40-44,Man,Greece,Doctoral degree,Currently not employed
214,18-21,Man,Indonesia,Bachelor’s degree,Data Engineer
3267,50-54,Man,India,Doctoral degree,Other
879,50-54,Man,United States of America,Master’s degree,Data Scientist
921,30-34,Man,Japan,Master’s degree,Other
6313,22-24,Man,South Africa,No formal education past high school,Machine Learning Engineer
429,30-34,Man,India,Master’s degree,Other
987,50-54,Man,Japan,Some college/university study without earning a bachelor’s degree,Currently not employed
1674,25-29,Woman,Spain,Doctoral degree,Data Scientist
267,30-34,Woman,China,Doctoral degree,Research Scientist
1856,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist
566,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst
1071,55-59,Man,Other,Master’s degree,Software Engineer
155,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
602,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed
156,22-24,Man,India,Master’s degree,Software Engineer
248,22-24,Man,China,Bachelor’s degree,Student
671,22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer
1004,35-39,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Scientist
343,35-39,Man,United States of America,Master’s degree,Data Scientist
314,18-21,Woman,India,Bachelor’s degree,Student
1301,22-24,Woman,Chile,Bachelor’s degree,Student
660,18-21,Man,India,Bachelor’s degree,Data Analyst
789,35-39,Man,Malaysia,Doctoral degree,Data Scientist
716,25-29,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer
1191,22-24,Man,India,Bachelor’s degree,Data Analyst
857,35-39,Man,Ethiopia,Doctoral degree,Research Scientist
672,35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Software Engineer
819,55-59,Man,United States of America,Master’s degree,Program/Project Manager
1077,25-29,Woman,France,Master’s degree,Software Engineer
1016,25-29,Man,South Korea,Bachelor’s degree,Data Scientist
1141,22-24,Man,India,Bachelor’s degree,Data Scientist
629,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst
833,55-59,Man,Turkey,Professional doctorate,Program/Project Manager
705,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other
615,25-29,Man,India,Bachelor’s degree,Software Engineer
760,50-54,Man,Ireland,Doctoral degree,Machine Learning Engineer
520,25-29,Man,Pakistan,Master’s degree,Data Scientist
561,30-34,Man,United States of America,Bachelor’s degree,Software Engineer
567,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
566,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer
1067,30-34,Woman,Germany,Master’s degree,Program/Project Manager
948,35-39,Man,Spain,Master’s degree,Student
513,18-21,Woman,India,Bachelor’s degree,Student
533,35-39,Man,Other,Master’s degree,Data Scientist
492,25-29,Man,Indonesia,Master’s degree,Currently not employed
190,18-21,Man,Thailand,Bachelor’s degree,Business Analyst
458,18-21,Man,India,Bachelor’s degree,Student
369,22-24,Man,India,Bachelor’s degree,Currently not employed
2042180,25-29,Woman,India,Master’s degree,Currently not employed
488,25-29,Man,United States of America,Bachelor’s degree,Data Engineer
2109,18-21,Man,Indonesia,Bachelor’s degree,Data Scientist
474,25-29,Man,Canada,Doctoral degree,Research Scientist
740,35-39,Man,Poland,Master’s degree,Data Scientist
419,35-39,Woman,India,Master’s degree,Machine Learning Engineer
672,40-44,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist
1101,30-34,Man,United States of America,Master’s degree,Other
780,25-29,Prefer not to say,United States of America,Bachelor’s degree,Data Scientist
328,18-21,Man,Canada,No formal education past high school,Student
876,25-29,Man,Japan,Master’s degree,Software Engineer
455,30-34,Man,Pakistan,Master’s degree,Student
124,18-21,Man,India,Bachelor’s degree,Student
336,22-24,Man,India,Bachelor’s degree,Other
562,25-29,Man,Tunisia,Master’s degree,Data Analyst
790,22-24,Man,Bangladesh,Master’s degree,Software Engineer
690,25-29,Woman,"Iran, Islamic Republic of...",I prefer not to answer,Machine Learning Engineer
601,22-24,Man,Japan,Bachelor’s degree,Student
221,18-21,Woman,China,Master’s degree,Student
603,35-39,Man,Thailand,No formal education past high school,Software Engineer
622,18-21,Man,Other,Bachelor’s degree,Data Analyst
1615,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer
391,50-54,Woman,United States of America,Master’s degree,Other
976,22-24,Man,India,Bachelor’s degree,Data Scientist
2814,35-39,Woman,Argentina,Doctoral degree,Machine Learning Engineer
669,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed
985,50-54,Man,Germany,Master’s degree,Data Analyst
405,35-39,Woman,Spain,Doctoral degree,Data Scientist
689,22-24,Man,Ukraine,Master’s degree,Data Analyst
804,35-39,Man,Nigeria,Bachelor’s degree,Other
620,50-54,Man,India,Master’s degree,Data Scientist
755,55-59,Woman,South Africa,Master’s degree,Other
404,18-21,Man,India,Bachelor’s degree,Data Analyst
313,25-29,Prefer not to say,India,Master’s degree,Other
852,22-24,Man,India,Master’s degree,Data Scientist
424,18-21,Man,India,Bachelor’s degree,Data Scientist
640,50-54,Man,Spain,Master’s degree,Other
286,25-29,Woman,Bangladesh,Doctoral degree,Currently not employed
1534,18-21,Woman,United States of America,No formal education past high school,Student
551,35-39,Man,Japan,Bachelor’s degree,Data Scientist
732,25-29,Man,Peru,Master’s degree,Student
906,18-21,Man,Pakistan,Bachelor’s degree,Software Engineer
599,30-34,Man,India,Bachelor’s degree,Data Engineer
750,35-39,Man,Denmark,Doctoral degree,Data Scientist
653,25-29,Man,Kenya,Bachelor’s degree,Currently not employed
667,25-29,Man,Taiwan,Master’s degree,Currently not employed
637,22-24,Man,Brazil,Bachelor’s degree,Data Scientist
289,18-21,Man,India,Bachelor’s degree,Student
517,25-29,Man,Nigeria,Master’s degree,Data Scientist
12309,55-59,Man,United States of America,Master’s degree,DBA/Database Engineer
1316,18-21,Man,Iraq,Doctoral degree,Machine Learning Engineer
8621,35-39,Man,India,Master’s degree,Data Analyst
795,35-39,Man,Turkey,Master’s degree,Currently not employed
15774,18-21,Woman,India,Bachelor’s degree,Student
608,30-34,Man,Czech Republic,Master’s degree,Machine Learning Engineer
819,45-49,Man,Greece,Master’s degree,Other
847,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer
464532,22-24,Man,India,Bachelor’s degree,Software Engineer
190,30-34,Man,Other,Bachelor’s degree,Currently not employed
588,22-24,Man,Brazil,Bachelor’s degree,Data Analyst
214,22-24,Man,Philippines,Bachelor’s degree,Other
853,35-39,Man,Other,Bachelor’s degree,Business Analyst
1121,45-49,Man,Chile,Master’s degree,Software Engineer
414,25-29,Man,Brazil,Master’s degree,Other
577,18-21,Man,Argentina,Bachelor’s degree,Currently not employed
596,22-24,Man,Algeria,Master’s degree,Software Engineer
703,35-39,Man,Other,Master’s degree,Data Analyst
696,22-24,Man,Pakistan,Master’s degree,Student
320,22-24,Man,Nigeria,Bachelor’s degree,Student
232,18-21,Man,India,Bachelor’s degree,Student
271,18-21,Man,Indonesia,No formal education past high school,Student
926,35-39,Man,Brazil,Bachelor’s degree,Data Analyst
661192,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst
1527,40-44,Man,India,Master’s degree,Data Scientist
165,25-29,Man,United States of America,Bachelor’s degree,Student
579,25-29,Man,India,Master’s degree,Machine Learning Engineer
575,18-21,Man,Pakistan,Bachelor’s degree,Machine Learning Engineer
675,30-34,Man,Brazil,Master’s degree,Data Scientist
590,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst
722,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist
771,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Scientist
675,35-39,Man,Nigeria,Doctoral degree,Business Analyst
933,18-21,Woman,United States of America,Bachelor’s degree,Student
650,25-29,Man,Israel,Master’s degree,Student
3194,25-29,Woman,India,Master’s degree,Currently not employed
869,35-39,Man,Brazil,Bachelor’s degree,Software Engineer
231,18-21,Man,India,Bachelor’s degree,Student
2351,40-44,Man,India,Doctoral degree,Research Scientist
1576,30-34,Man,India,Bachelor’s degree,Other
585,18-21,Man,India,Bachelor’s degree,Student
654,25-29,Woman,Japan,Master’s degree,Research Scientist
1082,18-21,Man,India,Bachelor’s degree,Student
671,22-24,Man,United States of America,Bachelor’s degree,Currently not employed
327,18-21,Man,Russia,Bachelor’s degree,Data Analyst
2298,40-44,Woman,Australia,Master’s degree,Data Engineer
695,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student
350,35-39,Man,Mexico,Master’s degree,Data Scientist
367,22-24,Woman,Indonesia,Bachelor’s degree,Student
333,45-49,Man,Other,Master’s degree,Data Analyst
427,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student
531,22-24,Man,India,Bachelor’s degree,Software Engineer
186521,30-34,Man,Ukraine,Doctoral degree,Data Scientist
49710,35-39,Woman,United States of America,I prefer not to answer,Currently not employed
3056,50-54,Man,Spain,Master’s degree,Business Analyst
511,22-24,Man,India,Bachelor’s degree,Other
506,22-24,Woman,India,Master’s degree,Student
2176,70+,Man,Australia,Doctoral degree,Statistician
1703,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Developer Relations/Advocacy
637,18-21,Man,India,Bachelor’s degree,Student
682,35-39,Woman,India,Doctoral degree,Statistician
1659687,22-24,Man,India,Master’s degree,Machine Learning Engineer
701,35-39,Man,Mexico,Master’s degree,Currently not employed
238,18-21,Man,India,Bachelor’s degree,Student
638,22-24,Man,India,Bachelor’s degree,Other
621,30-34,Man,Sweden,Master’s degree,Business Analyst
167,18-21,Man,India,Bachelor’s degree,Student
714,40-44,Man,Indonesia,Bachelor’s degree,Software Engineer
321,18-21,Man,India,Bachelor’s degree,Student
824,45-49,Man,India,Master’s degree,Other
2312,30-34,Man,Other,Bachelor’s degree,Software Engineer
609,30-34,Man,Netherlands,Doctoral degree,Data Scientist
2060,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer
750,45-49,Man,Brazil,Master’s degree,Data Engineer
1496,25-29,Woman,India,Bachelor’s degree,Other
1712,18-21,Woman,India,Bachelor’s degree,Student
732,18-21,Man,China,Doctoral degree,Student
454,45-49,Man,France,Master’s degree,Business Analyst
399,35-39,Woman,Argentina,Doctoral degree,Student
424,18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Student
912,40-44,Woman,India,Doctoral degree,Data Scientist
790,40-44,Man,Viet Nam,I prefer not to answer,Machine Learning Engineer
1000,30-34,Woman,Russia,I prefer not to answer,Data Analyst
391,22-24,Man,India,Bachelor’s degree,Business Analyst
226,22-24,Man,Japan,Bachelor’s degree,Student
547,45-49,Man,Germany,Doctoral degree,Other
415,25-29,Man,I do not wish to disclose my location,Bachelor’s degree,Currently not employed
1403,18-21,Man,India,Bachelor’s degree,Student
172,18-21,Woman,Turkey,Bachelor’s degree,Student
388,18-21,Man,India,Bachelor’s degree,Software Engineer
6640,18-21,Man,Indonesia,Some college/university study without earning a bachelor’s degree,Student
772,35-39,Man,Kazakhstan,Bachelor’s degree,Data Analyst
1291,45-49,Man,India,Master’s degree,Currently not employed
1074,22-24,Man,Pakistan,Master’s degree,Software Engineer
1828,25-29,Man,Other,Master’s degree,Currently not employed
338,18-21,Woman,India,Bachelor’s degree,Student
982,45-49,Man,Spain,Master’s degree,Program/Project Manager
687,22-24,Man,United States of America,Master’s degree,Machine Learning Engineer
700,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer
216,18-21,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student
271,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst
2855,22-24,Man,Bangladesh,Bachelor’s degree,Research Scientist
283,18-21,Man,Egypt,Bachelor’s degree,Student
1167,22-24,Man,Morocco,Bachelor’s degree,Currently not employed
1359,35-39,Man,Russia,Master’s degree,Research Scientist
728,45-49,Man,Other,Some college/university study without earning a bachelor’s degree,Currently not employed
836,40-44,Prefer not to say,Germany,Master’s degree,Data Scientist
678,30-34,Man,India,Master’s degree,Program/Project Manager
381,22-24,Man,Viet Nam,Master’s degree,Student
657,22-24,Man,China,Bachelor’s degree,Student
529,60-69,Man,United States of America,Bachelor’s degree,Currently not employed
765,30-34,Man,Italy,I prefer not to answer,Data Scientist
557,40-44,Man,United States of America,Master’s degree,Data Scientist
1075,30-34,Woman,United States of America,Master’s degree,Data Scientist
3114,55-59,Man,Denmark,Some college/university study without earning a bachelor’s degree,Other
392,18-21,Man,India,Master’s degree,Student
695,45-49,Man,United States of America,Master’s degree,Program/Project Manager
590,40-44,Man,Switzerland,Master’s degree,Currently not employed
383,40-44,Man,Other,Doctoral degree,Research Scientist
363,30-34,Man,Portugal,No formal education past high school,Currently not employed
570,35-39,Woman,United States of America,Master’s degree,Other
626,30-34,Woman,Greece,Doctoral degree,Research Scientist
2227,40-44,Man,Italy,Master’s degree,Business Analyst
5368,25-29,Man,Russia,Master’s degree,Software Engineer
763,25-29,Man,Mexico,Master’s degree,Machine Learning Engineer
223,25-29,Man,India,Master’s degree,Currently not employed
808,45-49,Man,United States of America,Doctoral degree,Data Scientist
587,22-24,Man,India,Bachelor’s degree,Student
558,25-29,Man,India,Master’s degree,Machine Learning Engineer
416,22-24,Woman,Indonesia,Bachelor’s degree,Other
579,35-39,Man,India,Master’s degree,Other
1266,25-29,Man,Brazil,Master’s degree,Data Analyst
1025,25-29,Man,India,Bachelor’s degree,Other
487,22-24,Woman,India,Master’s degree,Data Analyst
788,25-29,Man,Egypt,Bachelor’s degree,Data Analyst
5501,35-39,Man,South Korea,Bachelor’s degree,Currently not employed
285,30-34,Man,Israel,I prefer not to answer,Data Analyst
932,40-44,Man,Other,Professional doctorate,Data Analyst
331,18-21,Woman,India,Bachelor’s degree,Student
475,45-49,Woman,Other,Doctoral degree,Program/Project Manager
813837,25-29,Man,Japan,Professional doctorate,Software Engineer
775,25-29,Man,Indonesia,I prefer not to answer,Currently not employed
999,22-24,Man,India,Bachelor’s degree,Student
829,30-34,Man,Viet Nam,Master’s degree,Data Engineer
578,30-34,Man,Japan,Master’s degree,Research Scientist
486,30-34,Man,United States of America,Bachelor’s degree,Business Analyst
424,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other
869,22-24,Woman,Japan,Bachelor’s degree,Program/Project Manager
517,45-49,Man,United States of America,Master’s degree,Student
81209,18-21,Woman,Ukraine,Bachelor’s degree,Student
732,30-34,Man,Other,Master’s degree,Data Scientist
364,25-29,Nonbinary,Australia,Doctoral degree,Data Scientist
367,22-24,Man,Kenya,Bachelor’s degree,Data Scientist
326,22-24,Man,China,Bachelor’s degree,Student
268,18-21,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Student
475,18-21,Man,India,Bachelor’s degree,Student
1956,22-24,Man,India,Bachelor’s degree,Data Scientist
763,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other
757,25-29,Woman,United States of America,Bachelor’s degree,Data Scientist
913,50-54,Woman,Switzerland,Master’s degree,Other
533,30-34,Man,United States of America,Doctoral degree,Data Scientist
1052,55-59,Woman,Singapore,Doctoral degree,Student
333076,50-54,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Other
2022,40-44,Man,Germany,Master’s degree,Other
890,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Currently not employed
5629,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist
482,30-34,Man,India,Bachelor’s degree,Software Engineer
193543,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Machine Learning Engineer
241,25-29,Man,Israel,Some college/university study without earning a bachelor’s degree,Software Engineer
598,50-54,Woman,United States of America,Master’s degree,Software Engineer
489,30-34,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst
202,22-24,Man,Turkey,Master’s degree,Machine Learning Engineer
415,35-39,Prefer not to say,China,Master’s degree,Business Analyst
777,50-54,Man,Hong Kong (S.A.R.),Master’s degree,Currently not employed
541,35-39,Man,Turkey,Master’s degree,Software Engineer
358,22-24,Woman,Viet Nam,Bachelor’s degree,Machine Learning Engineer
442,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst
490,18-21,Man,Thailand,Bachelor’s degree,Student
737,25-29,Man,Other,Bachelor’s degree,Data Scientist
799,22-24,Man,India,Bachelor’s degree,Data Analyst
699,30-34,Man,Other,Master’s degree,Other
1471,22-24,Man,Viet Nam,Bachelor’s degree,Student
553,30-34,Man,Switzerland,Master’s degree,Machine Learning Engineer
654,35-39,Man,Germany,Professional doctorate,Research Scientist
4988,22-24,Man,China,Master’s degree,Student
4768,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst
1089,55-59,Man,United States of America,Doctoral degree,Research Scientist
493,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
55451,18-21,Man,Other,Bachelor’s degree,Software Engineer
860,25-29,Woman,India,Master’s degree,Software Engineer
837,25-29,Man,Hong Kong (S.A.R.),Bachelor’s degree,Other
877,30-34,Man,India,Master’s degree,Machine Learning Engineer
434,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst
1162,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
514,22-24,Woman,India,Bachelor’s degree,Software Engineer
1655,25-29,Woman,Kenya,Master’s degree,Data Analyst
1026,45-49,Man,India,Master’s degree,Other
534,30-34,Man,United States of America,Bachelor’s degree,Other
900,55-59,Man,India,Bachelor’s degree,Data Scientist
487,35-39,Woman,Ukraine,Doctoral degree,Research Scientist
561,22-24,Man,India,Bachelor’s degree,Student
3092,30-34,Man,Brazil,Doctoral degree,Data Scientist
239,18-21,Man,India,Master’s degree,Data Analyst
784,25-29,Man,India,I prefer not to answer,Program/Project Manager
486,30-34,Man,Italy,Master’s degree,Currently not employed
622,22-24,Woman,India,Master’s degree,Student
328,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
974,30-34,Man,India,Professional doctorate,Software Engineer
1002,35-39,Man,China,Master’s degree,Business Analyst
590,18-21,Man,India,Bachelor’s degree,Student
201,18-21,Woman,India,Bachelor’s degree,Student
1679,18-21,Man,Japan,No formal education past high school,Currently not employed
708,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer
840,60-69,Man,Russia,Doctoral degree,Machine Learning Engineer
937,22-24,Man,Russia,Bachelor’s degree,Data Analyst
930,45-49,Man,Taiwan,Professional doctorate,Product Manager
366,30-34,Man,Netherlands,Bachelor’s degree,Data Scientist
2220,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Other
515,45-49,Man,Viet Nam,Doctoral degree,Business Analyst
590,40-44,Man,Argentina,Some college/university study without earning a bachelor’s degree,Program/Project Manager
2244,50-54,Man,Japan,Master’s degree,Software Engineer
1530,30-34,Woman,Egypt,Bachelor’s degree,Software Engineer
543,25-29,Man,Russia,Master’s degree,Research Scientist
537,30-34,Prefer to self-describe,Russia,No formal education past high school,Data Scientist
529,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
1649,22-24,Woman,India,Bachelor’s degree,Other
179,22-24,Man,China,Master’s degree,Student
730,18-21,Man,Colombia,Bachelor’s degree,Student
1347,25-29,Prefer not to say,India,Master’s degree,Machine Learning Engineer
597,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
1006,55-59,Man,Colombia,Some college/university study without earning a bachelor’s degree,Data Scientist
12716,30-34,Woman,United States of America,Master’s degree,Data Analyst
557,35-39,Man,Japan,Bachelor’s degree,Software Engineer
573,30-34,Man,Japan,Master’s degree,Business Analyst
572,22-24,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst
949,18-21,Woman,Other,Some college/university study without earning a bachelor’s degree,Student
3892,40-44,Man,Japan,Master’s degree,Other
85083,22-24,Prefer not to say,China,Master’s degree,Student
413,40-44,Man,India,Bachelor’s degree,Software Engineer
430,18-21,Man,Netherlands,Master’s degree,Student
236,40-44,Woman,India,I prefer not to answer,Other
620,35-39,Man,Other,Master’s degree,Software Engineer
836,22-24,Woman,Nigeria,Master’s degree,Data Scientist
690,30-34,Woman,Russia,Doctoral degree,Product Manager
681,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer
478,25-29,Man,Russia,Bachelor’s degree,Other
745,18-21,Man,Russia,Bachelor’s degree,Student
411,25-29,Man,Japan,Master’s degree,Research Scientist
249,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist
29933,45-49,Man,Poland,Master’s degree,Software Engineer
1159,30-34,Woman,Switzerland,Doctoral degree,Data Scientist
575,30-34,Man,India,Bachelor’s degree,Currently not employed
160,22-24,Woman,India,Master’s degree,Student
736,30-34,Man,Ghana,Bachelor’s degree,Machine Learning Engineer
12469,18-21,Woman,China,Bachelor’s degree,Student
784,18-21,Woman,India,Bachelor’s degree,Student
609,30-34,Woman,United States of America,Master’s degree,Other
369,22-24,Man,Other,Bachelor’s degree,Student
424,22-24,Woman,India,Master’s degree,Research Scientist
675,30-34,Man,India,Master’s degree,Data Analyst
375,25-29,Man,India,Master’s degree,Other
1289,30-34,Woman,India,Professional doctorate,Data Scientist
783,25-29,Woman,India,Master’s degree,Software Engineer
906,18-21,Man,Bangladesh,Bachelor’s degree,Student
1831,22-24,Man,India,Bachelor’s degree,Currently not employed
2714,22-24,Man,Nepal,Master’s degree,Student
757,55-59,Man,United States of America,Doctoral degree,Statistician
606,35-39,Woman,Turkey,Master’s degree,Data Scientist
431,22-24,Man,Germany,Bachelor’s degree,Student
472,25-29,Woman,India,Master’s degree,Student
534,22-24,Man,India,Bachelor’s degree,Data Scientist
904,25-29,Man,France,Master’s degree,Data Scientist
408,25-29,Man,Italy,Master’s degree,Software Engineer
1613,22-24,Man,Other,Bachelor’s degree,Data Engineer
287,35-39,Man,United States of America,Master’s degree,Data Analyst
277,22-24,Man,India,Master’s degree,Business Analyst
1774,25-29,Woman,Belgium,Master’s degree,Student
821,40-44,Man,Romania,Bachelor’s degree,Business Analyst
735,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst
497,18-21,Man,Bangladesh,Bachelor’s degree,Student
567,22-24,Man,Colombia,Master’s degree,Data Scientist
719,55-59,Man,Germany,Master’s degree,Research Scientist
1355,50-54,Man,Spain,Doctoral degree,Other
1079,35-39,Man,Egypt,Bachelor’s degree,Software Engineer
2999,25-29,Woman,United States of America,Bachelor’s degree,Business Analyst
647,25-29,Man,Japan,Bachelor’s degree,Business Analyst
606,18-21,Woman,Egypt,Bachelor’s degree,Student
1578,25-29,Man,China,Bachelor’s degree,Data Engineer
414,30-34,Man,India,Professional doctorate,Other
241,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student
9929,22-24,Man,Japan,Bachelor’s degree,Student
578,40-44,Man,United States of America,Doctoral degree,Currently not employed
699,30-34,Man,Spain,Master’s degree,Data Scientist
653,25-29,Woman,Greece,Master’s degree,Student
4751,35-39,Woman,Switzerland,Master’s degree,Data Engineer
380,25-29,Man,Russia,Doctoral degree,Data Analyst
685,35-39,Man,United States of America,Bachelor’s degree,Data Scientist
527,30-34,Man,India,Master’s degree,Machine Learning Engineer
453,22-24,Man,Malaysia,Bachelor’s degree,Statistician
560,35-39,Man,Malaysia,Master’s degree,Other
1007,25-29,Woman,South Africa,Bachelor’s degree,Other
241,22-24,Man,United States of America,Master’s degree,Student
700,22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Student
1240,22-24,Man,India,Bachelor’s degree,Student
357,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst
1445,45-49,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student
400,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst
701,25-29,Woman,India,Master’s degree,Data Analyst
1209,25-29,Man,Morocco,Master’s degree,Machine Learning Engineer
251,22-24,Man,China,Master’s degree,Student
1524,40-44,Man,Peru,Master’s degree,Product Manager
3123,35-39,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer
451,22-24,Man,Colombia,Bachelor’s degree,Machine Learning Engineer
548,18-21,Man,India,Bachelor’s degree,Student
1021,50-54,Man,Norway,Master’s degree,Data Scientist
832,22-24,Man,Nigeria,Bachelor’s degree,Student
1196,35-39,Woman,India,Master’s degree,Program/Project Manager
218,25-29,Man,India,Master’s degree,Software Engineer
505,60-69,Man,Canada,Bachelor’s degree,Program/Project Manager
190556,35-39,Man,Turkey,Master’s degree,Data Scientist
194,30-34,Prefer not to say,Other,I prefer not to answer,Software Engineer
793,25-29,Man,Colombia,Bachelor’s degree,Student
387,30-34,Woman,United States of America,Bachelor’s degree,Other
886,25-29,Man,Morocco,Master’s degree,Data Scientist
1306,22-24,Man,Spain,Bachelor’s degree,Student
874,45-49,Man,Turkey,Bachelor’s degree,Currently not employed
180273,22-24,Woman,United States of America,Master’s degree,Student
1027,22-24,Man,India,Bachelor’s degree,Software Engineer
784,25-29,Woman,Egypt,Bachelor’s degree,Other
1488,35-39,Man,Colombia,Master’s degree,Data Analyst
255,22-24,Woman,India,Bachelor’s degree,Research Scientist
196,50-54,Man,Brazil,Doctoral degree,Data Scientist
166,22-24,Man,India,Professional doctorate,Data Analyst
584,22-24,Man,India,Bachelor’s degree,Data Scientist
1226,22-24,Man,India,Master’s degree,Student
282,18-21,Man,United States of America,Bachelor’s degree,Student
492,22-24,Man,India,Bachelor’s degree,Currently not employed
417,18-21,Woman,Turkey,Master’s degree,Other
192,18-21,Man,India,Bachelor’s degree,Data Engineer
1328,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist
875,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Product Manager
713,22-24,Man,Brazil,Bachelor’s degree,Research Scientist
600,18-21,Man,India,Bachelor’s degree,Data Engineer
851,50-54,Woman,United States of America,Master’s degree,Other
566,25-29,Woman,Pakistan,Master’s degree,Research Scientist
703,25-29,Man,Brazil,Bachelor’s degree,Data Scientist
24958,22-24,Man,India,Bachelor’s degree,Data Scientist
