Response Time,Age,Gender,Country,Education,Job Title,Experience,Investment,Compensation
366,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
2327,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,1-3 years,"$1000-$9,999","1,000-1,999"
832,25-29,Man,Spain,Master’s degree,Machine Learning Engineer,1-3 years,"$100,000 or more ($USD)","25,000-29,999"
788,45-49,Man,United States of America,Master’s degree,Business Analyst,5-10 years,"$100,000 or more ($USD)","25,000-29,999"
845,30-34,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"$1000-$9,999","90,000-99,999"
441,40-44,Woman,United States of America,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
1718,40-44,Man,Morocco,Master’s degree,Other,< 1 years,$0 ($USD),$0-999
1006,35-39,Woman,Spain,Master’s degree,Data Scientist,5-10 years,$100-$999,"30,000-39,999"
368,25-29,Man,Nigeria,Bachelor’s degree,Program/Project Manager,I have never written code,$1-$99,$0-999
1227,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
256,22-24,Man,Turkey,Some college/university study without earning a bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),$0-999
868,25-29,Woman,United States of America,Master’s degree,Currently not employed,< 1 years,,
509,22-24,Man,India,Master’s degree,Student,< 1 years,,
965,22-24,Woman,China,Doctoral degree,Student,< 1 years,,
553,22-24,Man,Czech Republic,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","40,000-49,999"
1051,50-54,Man,Australia,Master’s degree,Other,20+ years,$0 ($USD),"10,000-14,999"
242,22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years,,
1313,35-39,Man,Singapore,Doctoral degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","125,000-149,999"
443,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
671,22-24,Woman,India,Master’s degree,Software Engineer,1-3 years,$0 ($USD),"15,000-19,999"
411,30-34,Man,China,Bachelor’s degree,Business Analyst,1-3 years,$100-$999,"4,000-4,999"
1090,30-34,Man,Pakistan,Master’s degree,Data Analyst,< 1 years,$100-$999,$0-999
516,40-44,Man,Poland,Bachelor’s degree,Data Scientist,20+ years,$0 ($USD),"50,000-59,999"
631,55-59,Woman,United States of America,Master’s degree,DBA/Database Engineer,20+ years,$0 ($USD),$0-999
520,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,1-3 years,$0 ($USD),"70,000-79,999"
379,22-24,Man,China,Master’s degree,Student,< 1 years,,
324,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
12424,30-34,Man,Other,Bachelor’s degree,Other,3-5 years,$0 ($USD),"1,000-1,999"
536,40-44,Man,France,Master’s degree,Data Scientist,3-5 years,"$10,000-$99,999","70,000-79,999"
691,40-44,Man,Poland,Master’s degree,Data Scientist,1-3 years,$100-$999,"100,000-124,999"
3325,35-39,Woman,India,Master’s degree,Data Scientist,1-3 years,"$1000-$9,999","15,000-19,999"
299,18-21,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
559,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
507,25-29,Man,South Korea,Doctoral degree,Program/Project Manager,10-20 years,$0 ($USD),"1,000-1,999"
185,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
316,30-34,Man,Germany,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"70,000-79,999"
275,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
553,25-29,Man,Canada,Master’s degree,Machine Learning Engineer,3-5 years,"$10,000-$99,999","70,000-79,999"
6468,22-24,Man,Algeria,Master’s degree,Machine Learning Engineer,1-3 years,$1-$99,$0-999
338,22-24,Woman,Indonesia,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,$0-999
1455,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"70,000-79,999"
790,18-21,Woman,India,Bachelor’s degree,Student,3-5 years,,
632,25-29,Man,Colombia,Master’s degree,Business Analyst,< 1 years,$0 ($USD),"1,000-1,999"
505,25-29,Man,Canada,Master’s degree,Student,1-3 years,,
658,60-69,Man,United States of America,Master’s degree,Software Engineer,20+ years,$0 ($USD),"150,000-199,999"
615,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years,,
341,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,3-5 years,,
416,22-24,Woman,Nigeria,Master’s degree,Program/Project Manager,< 1 years,$100-$999,$0-999
418,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Business Analyst,5-10 years,"$100,000 or more ($USD)","100,000-124,999"
525,25-29,Man,United States of America,Master’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","70,000-79,999"
3627,22-24,Man,Turkey,Bachelor’s degree,Research Scientist,3-5 years,,
394,40-44,Man,United States of America,No formal education past high school,Data Engineer,5-10 years,"$100,000 or more ($USD)","150,000-199,999"
1243,30-34,Woman,Bangladesh,Doctoral degree,Other,3-5 years,$100-$999,"7,500-9,999"
1144,60-69,Man,United States of America,Doctoral degree,Research Scientist,20+ years,$0 ($USD),"90,000-99,999"
271,25-29,Man,United States of America,Master’s degree,Student,10-20 years,,
734,45-49,Man,Turkey,Bachelor’s degree,Currently not employed,1-3 years,,
490,30-34,Woman,France,Master’s degree,Currently not employed,3-5 years,,
1259,35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"5,000-7,499"
6401,55-59,Man,Other,Bachelor’s degree,Other,5-10 years,$1-$99,$0-999
157,25-29,Man,India,Master’s degree,Software Engineer,3-5 years,,
607,18-21,Man,Egypt,Bachelor’s degree,Student,< 1 years,,
9627,45-49,Man,Taiwan,Doctoral degree,Other,3-5 years,,
504,35-39,Man,Russia,No formal education past high school,Data Engineer,< 1 years,$0 ($USD),$0-999
404472,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$100-$999,$0-999
832,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
767,40-44,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","150,000-199,999"
468,22-24,Man,India,Bachelor’s degree,Currently not employed,3-5 years,,
1694,22-24,Man,India,Master’s degree,Student,5-10 years,,
1058,45-49,Man,China,Master’s degree,Data Analyst,3-5 years,$0 ($USD),"1,000-1,999"
531,25-29,Man,China,Doctoral degree,Student,3-5 years,,
3252,18-21,Man,Indonesia,Bachelor’s degree,Student,1-3 years,,
702,25-29,Man,South Africa,Master’s degree,Currently not employed,1-3 years,,
16800,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
358,18-21,Man,India,Bachelor’s degree,Student,5-10 years,,
715,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,3-5 years,"$1000-$9,999","30,000-39,999"
236,40-44,Man,India,Master’s degree,Program/Project Manager,10-20 years,,
2272,25-29,Man,Nigeria,Bachelor’s degree,Statistician,< 1 years,,
828,22-24,Man,Pakistan,Master’s degree,Student,< 1 years,,
614,60-69,Man,Viet Nam,I prefer not to answer,Currently not employed,5-10 years,,
142,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,
1705,25-29,Man,Taiwan,Master’s degree,Other,1-3 years,"$1000-$9,999","15,000-19,999"
807,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,"$10,000-$99,999",$0-999
359,25-29,Man,Other,Master’s degree,Other,I have never written code,$1-$99,$0-999
1782,30-34,Man,Japan,Master’s degree,Software Engineer,3-5 years,$1-$99,"5,000-7,499"
786,18-21,Man,India,Master’s degree,Business Analyst,1-3 years,$0 ($USD),$0-999
628,22-24,Man,China,Master’s degree,Student,1-3 years,,
602,25-29,Man,India,Bachelor’s degree,Other,< 1 years,$0 ($USD),$0-999
658,40-44,Man,Germany,Doctoral degree,Other,10-20 years,$100-$999,$0-999
501,25-29,Man,India,Master’s degree,Data Analyst,3-5 years,"$1000-$9,999","10,000-14,999"
697,40-44,Man,Russia,Master’s degree,Data Scientist,10-20 years,"$10,000-$99,999","60,000-69,999"
702,18-21,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999
619,55-59,Man,United States of America,Master’s degree,Product Manager,3-5 years,"$100,000 or more ($USD)","$500,000-999,999"
626,25-29,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,"$100,000 or more ($USD)","$500,000-999,999"
507,30-34,Man,Italy,Master’s degree,Software Engineer,3-5 years,$0 ($USD),"30,000-39,999"
533,30-34,Man,Japan,Doctoral degree,Research Scientist,3-5 years,$100-$999,"40,000-49,999"
603,35-39,Woman,India,Doctoral degree,Student,3-5 years,,
550,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,$1-$99,"4,000-4,999"
1157,40-44,Woman,Other,Professional doctorate,Research Scientist,1-3 years,"$1000-$9,999","1,000-1,999"
991,25-29,Man,India,Master’s degree,Currently not employed,1-3 years,,
752,30-34,Man,China,Master’s degree,Software Engineer,5-10 years,$100-$999,"10,000-14,999"
677,35-39,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),"20,000-24,999"
589,30-34,Man,Denmark,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","100,000-124,999"
484,22-24,Man,Morocco,Bachelor’s degree,Student,< 1 years,,
7036,40-44,Man,Japan,Master’s degree,Student,< 1 years,,
1669,18-21,Woman,Kazakhstan,I prefer not to answer,Student,1-3 years,,
512,22-24,Woman,China,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
5989,22-24,Man,Bangladesh,Bachelor’s degree,Software Engineer,1-3 years,$0 ($USD),"1,000-1,999"
1098,25-29,Woman,Morocco,Master’s degree,Student,5-10 years,,
406,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,1-3 years,$0 ($USD),"30,000-39,999"
415,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
484,18-21,Man,Japan,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
500,25-29,Woman,Italy,Bachelor’s degree,Student,5-10 years,,
718,25-29,Man,Chile,Master’s degree,Data Engineer,5-10 years,"$100,000 or more ($USD)","40,000-49,999"
763,22-24,Man,Nepal,Doctoral degree,Student,1-3 years,,
693,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years,$0 ($USD),$0-999
1407,22-24,Man,Indonesia,Bachelor’s degree,Data Scientist,1-3 years,"$1000-$9,999","10,000-14,999"
485,25-29,Woman,India,Master’s degree,Data Engineer,1-3 years,"$1000-$9,999","20,000-24,999"
551,25-29,Man,Viet Nam,No formal education past high school,Research Scientist,1-3 years,$100-$999,"15,000-19,999"
1887,35-39,Woman,Russia,Master’s degree,DBA/Database Engineer,5-10 years,$0 ($USD),"25,000-29,999"
27790,25-29,Man,United States of America,Master’s degree,Business Analyst,< 1 years,$100-$999,"90,000-99,999"
273,18-21,Woman,Portugal,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
675,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,10-20 years,$1-$99,"100,000-124,999"
1528,60-69,Man,Other,Master’s degree,Other,5-10 years,$100-$999,"30,000-39,999"
367,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
472,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
1090,40-44,Man,India,I prefer not to answer,Software Engineer,10-20 years,"$1000-$9,999","15,000-19,999"
627,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
439,30-34,Woman,Mexico,Bachelor’s degree,Student,< 1 years,,
657,25-29,Man,Brazil,Master’s degree,Statistician,5-10 years,$0 ($USD),"25,000-29,999"
749,18-21,Man,India,I prefer not to answer,Currently not employed,1-3 years,,
514,25-29,Man,Brazil,Master’s degree,Software Engineer,5-10 years,$0 ($USD),"1,000-1,999"
1127,50-54,Man,Japan,Doctoral degree,Other,20+ years,$0 ($USD),"7,500-9,999"
1096,35-39,Man,Russia,I prefer not to answer,Business Analyst,1-3 years,"$10,000-$99,999","7,500-9,999"
441,35-39,Man,United Arab Emirates,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,I have never written code,$1-$99,"15,000-19,999"
2779,45-49,Man,India,Professional doctorate,Other,20+ years,$1-$99,"4,000-4,999"
369,18-21,Woman,India,Master’s degree,Data Analyst,1-3 years,,
349,18-21,Man,India,Bachelor’s degree,Student,3-5 years,,
531,18-21,Man,Thailand,Bachelor’s degree,Student,3-5 years,,
915,40-44,Man,India,Master’s degree,Data Scientist,10-20 years,"$1000-$9,999","100,000-124,999"
2467,35-39,Man,Japan,Master’s degree,Other,1-3 years,$100-$999,"60,000-69,999"
5364,25-29,Man,United States of America,Master’s degree,Business Analyst,< 1 years,,
1840,18-21,Woman,India,Master’s degree,Student,5-10 years,,
798,40-44,Man,Canada,Master’s degree,Software Engineer,10-20 years,$0 ($USD),"80,000-89,999"
736,30-34,Man,Indonesia,Bachelor’s degree,Other,< 1 years,$0 ($USD),"10,000-14,999"
878,22-24,Man,Bangladesh,Bachelor’s degree,Student,3-5 years,,
2306,35-39,Man,Taiwan,Master’s degree,Other,< 1 years,$0 ($USD),$0-999
167,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
495,22-24,Man,Russia,Master’s degree,Student,3-5 years,,
772,40-44,Man,France,Master’s degree,Product Manager,1-3 years,"$10,000-$99,999","70,000-79,999"
142,25-29,Woman,Australia,Master’s degree,Currently not employed,5-10 years,,
633,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,5-10 years,$0 ($USD),"50,000-59,999"
763,25-29,Man,Other,Master’s degree,Data Scientist,1-3 years,$1-$99,"10,000-14,999"
501,18-21,Man,Other,Bachelor’s degree,Student,5-10 years,,
567,25-29,Man,United States of America,Doctoral degree,Student,3-5 years,,
450,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,,
2534,25-29,Man,Pakistan,Master’s degree,Data Engineer,3-5 years,$0 ($USD),"1,000-1,999"
135,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Engineer,1-3 years,,
583,60-69,Man,United States of America,Professional doctorate,Research Scientist,20+ years,"$100,000 or more ($USD)","150,000-199,999"
29820,18-21,Man,Philippines,Some college/university study without earning a bachelor’s degree,Student,3-5 years,,
381,25-29,Man,Chile,Bachelor’s degree,Currently not employed,1-3 years,,
998,50-54,Man,India,Master’s degree,Program/Project Manager,< 1 years,"$1000-$9,999","40,000-49,999"
424,22-24,Man,Pakistan,Master’s degree,Student,3-5 years,,
246,30-34,Man,Brazil,Master’s degree,Student,< 1 years,,
832,40-44,Man,India,Bachelor’s degree,Data Scientist,1-3 years,$1-$99,"3,000-3,999"
10254,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"$1000-$9,999","4,000-4,999"
417,45-49,Woman,United States of America,Bachelor’s degree,Software Engineer,1-3 years,,
670,30-34,Man,Colombia,Bachelor’s degree,Business Analyst,1-3 years,$0 ($USD),"5,000-7,499"
277,25-29,Man,South Korea,I prefer not to answer,Other,I have never written code,$0 ($USD),$0-999
803,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,< 1 years,,
819,18-21,Man,Bangladesh,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
811,22-24,Man,India,Master’s degree,Data Engineer,5-10 years,$1-$99,"3,000-3,999"
520,22-24,Man,France,Master’s degree,Student,3-5 years,,
186,22-24,Man,India,Master’s degree,Student,1-3 years,,
451,25-29,Man,Malaysia,Bachelor’s degree,Software Engineer,3-5 years,$0 ($USD),"10,000-14,999"
984,40-44,Man,Italy,Bachelor’s degree,Business Analyst,10-20 years,$100-$999,"40,000-49,999"
349,18-21,Man,Colombia,Some college/university study without earning a bachelor’s degree,Student,1-3 years,,
741,30-34,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","50,000-59,999"
1099,30-34,Man,Brazil,Master’s degree,Program/Project Manager,5-10 years,$0 ($USD),"30,000-39,999"
559,18-21,Man,Viet Nam,No formal education past high school,Student,< 1 years,,
45615,55-59,Man,Russia,Master’s degree,Currently not employed,20+ years,,
1042,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,"$10,000-$99,999","100,000-124,999"
723,35-39,Man,Japan,Master’s degree,Data Scientist,1-3 years,"$100,000 or more ($USD)","100,000-124,999"
328,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
1820,25-29,Man,Bangladesh,Master’s degree,Data Scientist,5-10 years,$1-$99,$0-999
1502,35-39,Man,Russia,No formal education past high school,Program/Project Manager,< 1 years,$0 ($USD),"2,000-2,999"
443,22-24,Man,Indonesia,No formal education past high school,Student,1-3 years,,
757,30-34,Man,India,Professional doctorate,Currently not employed,< 1 years,,
738,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999
579,30-34,Man,Ireland,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","90,000-99,999"
474,18-21,Man,India,Bachelor’s degree,Student,1-3 years,,
160,22-24,Man,France,Master’s degree,Student,< 1 years,,
69026,25-29,Man,Spain,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","50,000-59,999"
693,30-34,Man,Mexico,Doctoral degree,Research Scientist,< 1 years,$1-$99,"1,000-1,999"
481,22-24,Man,Viet Nam,Master’s degree,Data Scientist,< 1 years,$100-$999,$0-999
362,22-24,Man,France,Master’s degree,Student,1-3 years,,
1275,25-29,Man,Taiwan,Master’s degree,Other,< 1 years,$0 ($USD),"100,000-124,999"
296,55-59,Man,United States of America,No formal education past high school,Other,I have never written code,"$1000-$9,999","60,000-69,999"
364,22-24,Woman,India,I prefer not to answer,Currently not employed,< 1 years,,
196,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,,
589,30-34,Man,Ireland,Master’s degree,Machine Learning Engineer,1-3 years,"$10,000-$99,999","40,000-49,999"
105547,35-39,Man,I do not wish to disclose my location,I prefer not to answer,Student,10-20 years,,
740,22-24,Man,India,Bachelor’s degree,Other,1-3 years,$0 ($USD),"4,000-4,999"
664,18-21,Man,France,Master’s degree,Data Analyst,< 1 years,$0 ($USD),$0-999
468,22-24,Woman,India,Master’s degree,Student,1-3 years,,
1417,60-69,Man,Chile,Doctoral degree,Business Analyst,1-3 years,$0 ($USD),"50,000-59,999"
658,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
157562,22-24,Man,Japan,Bachelor’s degree,Student,1-3 years,,
849,25-29,Man,Japan,Master’s degree,Developer Relations/Advocacy,3-5 years,$1-$99,"30,000-39,999"
1120,30-34,Man,Malaysia,Master’s degree,Software Engineer,5-10 years,$1-$99,"10,000-14,999"
965,45-49,Man,India,Master’s degree,Data Scientist,5-10 years,$0 ($USD),"200,000-249,999"
601,25-29,Man,Poland,Master’s degree,Data Analyst,1-3 years,$0 ($USD),"1,000-1,999"
984,40-44,Man,Brazil,Doctoral degree,Research Scientist,5-10 years,"$1000-$9,999","70,000-79,999"
957,22-24,Man,Indonesia,Master’s degree,Data Scientist,1-3 years,$0 ($USD),$0-999
424,22-24,Man,India,Bachelor’s degree,Data Engineer,3-5 years,$0 ($USD),"7,500-9,999"
893,25-29,Man,Pakistan,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"7,500-9,999"
451,25-29,Man,India,Professional doctorate,Data Scientist,< 1 years,$1-$99,$0-999
421,18-21,Prefer not to say,India,Master’s degree,Student,1-3 years,,
35489,22-24,Woman,India,Bachelor’s degree,Student,1-3 years,,
473,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,1-3 years,,
463,30-34,Man,China,Master’s degree,Business Analyst,3-5 years,$0 ($USD),"40,000-49,999"
648,50-54,Man,Spain,Doctoral degree,Statistician,20+ years,$0 ($USD),"2,000-2,999"
1165,55-59,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,10-20 years,$0 ($USD),"100,000-124,999"
493,25-29,Woman,Nigeria,Master’s degree,Business Analyst,I have never written code,$0 ($USD),"1,000-1,999"
354,30-34,Man,India,Bachelor’s degree,Other,I have never written code,$0 ($USD),"10,000-14,999"
1351,35-39,Man,Nigeria,Master’s degree,Other,5-10 years,"$1000-$9,999","3,000-3,999"
3852,22-24,Man,South Korea,Master’s degree,Student,1-3 years,,
401,35-39,Man,China,Master’s degree,Data Scientist,5-10 years,$100-$999,"1,000-1,999"
866,35-39,Man,Nigeria,Doctoral degree,Research Scientist,5-10 years,$1-$99,"2,000-2,999"
373,25-29,Man,India,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999
257,22-24,Man,Egypt,Bachelor’s degree,Data Scientist,< 1 years,,
601,30-34,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,$0 ($USD),"60,000-69,999"
231,22-24,Man,France,Master’s degree,Student,3-5 years,,
335,18-21,Prefer to self-describe,Taiwan,Bachelor’s degree,Student,1-3 years,,
271,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,,
1368,40-44,Man,Russia,Master’s degree,Business Analyst,20+ years,$0 ($USD),"25,000-29,999"
3323,22-24,Man,India,Bachelor’s degree,Currently not employed,3-5 years,,
1402,35-39,Man,Colombia,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","10,000-14,999"
421,30-34,Man,Taiwan,Bachelor’s degree,Machine Learning Engineer,3-5 years,$100-$999,"20,000-24,999"
2051,30-34,Woman,Japan,Master’s degree,Research Scientist,< 1 years,"$1000-$9,999","50,000-59,999"
985,35-39,Man,Viet Nam,I prefer not to answer,Data Engineer,3-5 years,"$100,000 or more ($USD)","2,000-2,999"
609,60-69,Man,United States of America,Doctoral degree,Currently not employed,10-20 years,,
2102,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
619,30-34,Man,Other,Master’s degree,Student,3-5 years,,
925,40-44,Man,India,Master’s degree,Other,< 1 years,$100-$999,$0-999
1662,50-54,Man,Chile,Bachelor’s degree,Product Manager,20+ years,"$10,000-$99,999",$0-999
745,18-21,Man,Pakistan,Bachelor’s degree,Student,< 1 years,,
401,25-29,Man,Colombia,Bachelor’s degree,Other,1-3 years,$0 ($USD),$0-999
372,25-29,Man,Turkey,Professional doctorate,Data Scientist,1-3 years,,"2,000-2,999"
613,40-44,Man,Israel,Bachelor’s degree,Machine Learning Engineer,10-20 years,,
382,30-34,Man,United States of America,Master’s degree,Software Engineer,5-10 years,"$10,000-$99,999","125,000-149,999"
163,22-24,Man,India,Bachelor’s degree,Other,1-3 years,,
612,18-21,Woman,India,Bachelor’s degree,Student,1-3 years,,
2667,60-69,Man,Morocco,Master’s degree,Product Manager,< 1 years,$1-$99,"1,000-1,999"
495,18-21,Prefer not to say,Turkey,Master’s degree,Other,5-10 years,$0 ($USD),$0-999
3177,50-54,Man,Nigeria,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"5,000-7,499"
230,25-29,Woman,Russia,Bachelor’s degree,Data Analyst,< 1 years,,
513,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Program/Project Manager,1-3 years,"$1000-$9,999","80,000-89,999"
2070,18-21,Man,Pakistan,Bachelor’s degree,Student,3-5 years,,
1976,25-29,Man,Portugal,Master’s degree,Data Scientist,3-5 years,"$1000-$9,999","90,000-99,999"
923,40-44,Man,Japan,Master’s degree,Data Analyst,10-20 years,$0 ($USD),"80,000-89,999"
662,22-24,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$1-$99,$0-999
173,18-21,Man,India,Bachelor’s degree,Student,< 1 years,,
209,40-44,Man,Morocco,Professional doctorate,Software Engineer,< 1 years,,
255,22-24,Woman,Viet Nam,Bachelor’s degree,Student,< 1 years,,
1074,35-39,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years,$0 ($USD),"1,000-1,999"
498,22-24,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years,$0 ($USD),"20,000-24,999"
1325,18-21,Man,India,Master’s degree,Student,< 1 years,,
1606,35-39,Man,Colombia,Master’s degree,Program/Project Manager,1-3 years,$1-$99,"2,000-2,999"
393,22-24,Man,India,Bachelor’s degree,Student,< 1 years,,
878,55-59,Woman,Brazil,Bachelor’s degree,Student,1-3 years,,
944,35-39,Man,Other,Master’s degree,Currently not employed,20+ years,,
427,30-34,Man,United States of America,Bachelor’s degree,Software Engineer,1-3 years,"$10,000-$99,999","60,000-69,999"
339,22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years,,
421,30-34,Woman,United States of America,Master’s degree,Data Scientist,5-10 years,"$100,000 or more ($USD)","100,000-124,999"
1175268,18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
594,18-21,Man,Ukraine,Bachelor’s degree,Student,3-5 years,,
578,40-44,Man,Colombia,Bachelor’s degree,Other,10-20 years,,"1,000-1,999"
3162,45-49,Man,United States of America,Bachelor’s degree,Other,1-3 years,,
564,35-39,Man,Other,Master’s degree,Student,3-5 years,,
206,30-34,Man,India,Master’s degree,Data Analyst,5-10 years,,
575,40-44,Man,Romania,Master’s degree,Machine Learning Engineer,20+ years,"$100,000 or more ($USD)","70,000-79,999"
502,35-39,Woman,Japan,Master’s degree,Data Engineer,3-5 years,$100-$999,"70,000-79,999"
934,35-39,Man,Brazil,Bachelor’s degree,Other,3-5 years,$0 ($USD),"25,000-29,999"
628,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,< 1 years,$100-$999,$0-999
560,18-21,Man,Pakistan,Bachelor’s degree,Student,1-3 years,,
695,60-69,Man,Other,Master’s degree,Currently not employed,20+ years,,
631,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,,
983,22-24,Man,Egypt,No formal education past high school,Data Analyst,1-3 years,$0 ($USD),$0-999
588,50-54,Man,Mexico,Doctoral degree,Research Scientist,10-20 years,$100-$999,"1,000-1,999"
507,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999
487,30-34,Man,Russia,Master’s degree,Data Engineer,< 1 years,$0 ($USD),$0-999
674,40-44,Man,Tunisia,Professional doctorate,Research Scientist,< 1 years,$0 ($USD),"7,500-9,999"
531,25-29,Man,India,Master’s degree,Business Analyst,I have never written code,"$10,000-$99,999","50,000-59,999"
1221,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Developer Relations/Advocacy,5-10 years,$0 ($USD),"25,000-29,999"
878,25-29,Man,Other,Bachelor’s degree,Data Scientist,1-3 years,$0 ($USD),"70,000-79,999"
1467,18-21,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,1-3 years,$0 ($USD),$0-999
4119,60-69,Man,Japan,Bachelor’s degree,Software Engineer,10-20 years,$100-$999,"50,000-59,999"
988,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,"$1000-$9,999","30,000-39,999"
574,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years,,
41171,22-24,Woman,India,Master’s degree,Student,5-10 years,,
509,30-34,Woman,Ukraine,Master’s degree,Data Scientist,< 1 years,$0 ($USD),$0-999
653,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product Manager,20+ years,$100-$999,"125,000-149,999"
608,45-49,Man,Australia,Some college/university study without earning a bachelor’s degree,Student,< 1 years,,
6867,25-29,Man,United States of America,Bachelor’s degree,Statistician,3-5 years,$0 ($USD),"60,000-69,999"
5910,50-54,Man,United States of America,Master’s degree,Software Engineer,20+ years,"$100,000 or more ($USD)","200,000-249,999"
